,comment_text,hf
86,Ich gratuliere Bundestagspräsident Schäuble zur Wahl. Er tritt das politische Erbe von Norbert Lammert + ein hochwichtiges Amt an.,0
87,"Innenminist. MV (Caffier) federführend im NPD-Verbotsverfahren. Gestern Optimist für Verbot, heute stolz auf den Rechtsstaat, so geht CDU😂😂😂",0
88,"@jayxthexhuman Das ist leider nicht ganz klar. Unser Ziel war es etwas für alle zu schaffen, die nicht Mann oder Frau sind. Mal sehen was der Gesetzgeber draus macht #dritteoption",0
89,@deanerschnitzel @_boycottlove ein paar von den großen Medien haben es tatsächlich hinbekommen. Der @ndr zB. mein ich.,0
90,@diMGiulia1 Araber haben schon ekelhafte Fressen....!,1
91,@Rebellin70 Lindner hat es nur verdeutlicht was mittlerweile alles wissen....Die Grünen sind zu nichts zu gebrauchen...!,0
92,Herzlichen Glückwunsch zu 70 Jahren FU Bayern! Danke für euer Engagement! #CSU #Frauenpower,0
93,"@burkhardewert @spd Wer die WM als Politiker ""guten Gewissens"" besuchen will, der muss das mit einem aktiven Einsatz für die politisch Verfolgten in Russland und für ein Ende des Krieges und der Besetzung in der Ukraine verbinden. Das wäre auch gut für Russland.",0
94,@anna_IIna @tagesspiegel Den Kleber sollten sie nicht anzeigen sondern *zensiert*!,1
95,@GiKi56534206 Erstaunt? Ich nicht. Friedensnobelpreisträger sind so. -siehe Obama - unter ihm gab es die meisten Kriege.,0
96,@pip_news Doch genau das bin ich - sie scheinen aber zu den 13 % vom anderen Ufer zu sein,0
97,Wichtige Info für eure Pride Week-Planung: Die für heute geplante Queer HalliGalli Party auf dem Dom kann leider nicht stattfinden.,0
98,@BonkeKolja Man kann auch alles übertreiben! 😂😂😂😂😂,0
99,Eines Tages wird sich Russland mit China und einige andere Länder verbünden und das war es denn mit den Größenwahn von Amerika.,0
100,"@Jack_promotions @Hartes_Geld Welcher Staat, welchen meinst du!?",0
101,"@430_BC @st3pp3nwQlf Das schlimme daran ist, das dieser sogenannte Eid, nicht mehr als ein Lippen Bekenntnis ist und man Merkel bei zuwiederhandlung nicht einmal Strafrechtlich belangen kann.",0
102,Der neue #Newsletter ist da! Thema ist unter anderem die Rede von @IsraeliPM Netanyahu vor #NATO-Botschaftern in #Israel,0
103,"Liebe @tazgezwitscher, den Niedergang der Ösi-Grünen und diesen Herrn Pilz will ich von @peterunfried erklärt bekommen. Geht da was heute?",1
104,"Worterklärungen: |LBR| Vierling = 9,26 cdm |LBR| Imber = Ingwer |LBR| Lott = 16 g |LBR| Musgatnus = Muskatnuss |LBR| Nägl = Nelken",0
105,"#Islamisierung ""Zusammenstöße zw GLÄUBIGEN (Richtig: #Islamisten) &amp; Sicherheitskräften"" - #Tagesschau sendet bereits im #Scharia-Modus",1
106,"@andre_anchuelo @tocotronic Also ich finde, damals konnte man das durchaus tragen. ;-)",0
107,@Heinrich_Krug @SPIEGELONLINE SPD erwacht nicht mehr aus Koma...das was wir sehen sind nur die letzte Zuckungen eines dahinsiechenden....! |LBR| Schon gut so...R.I.P.....SPDler...👏👏,0
108,"@Dauerquerulant Sie meinte, ich solle die Mäuse allein fangen - zu flink die Viecher, ich würde verhungern 😂",0
109,"Der einzige, der sich noch darüber freut, dass Merkel auf ihrem Stuhl klebt |LBR| ist der beginnende |LBR| Dekubitus.",1
110,"Edel sei der Mensch, hilfreich und gut - Nicht eine dieser Charaktereigenschaften kann Merkel für sich beanspruchen.",0
111,"Die Grünen sollten sich lieber auf die Themen konzentrieren, statt Posten einzufordern.",0
112,"Pervers. Die Türken fordern Gerechtigkeit. Anstatt dort, wo sie die |LBR| Ungerechtigkeit gewählt haben, fordern sie das in Österreich. Haut ab.",1
113,"@investyines @HolgerEwald1 @ChangeGER Die Menschen glauben an den Weihnachtsmann, Gerichte sind mit Nichten unabhängig, in der BRD gibt es ausschließlich freiwillige Ausnahmegerichte.",0
114,"@Papier451 Kann ja mit Kahane, de Maizire Wagenknecht, Trittin, und Eckhard, Maas. Eine neue SED Partei gründen. Hauptsache IMErika ist weg.",1
115,Na Kameraden alles gut bei euch ich hoffe ihr habt nen schönen Abend,0
116,"@emrich_5933 @petpanther0 Dieser Typ erinnert mich in Agitation und Erscheinung an Subjekte der NS Zeit, er wird zusammen mit der Raute unser Grab schaufeln, Deutschland und die Deutschen werden zugunsten eines totalitären EU Systems vollständig vernichtet werden",1
117,"Streit um Flüchtlings-Obergrenze - So könnten CDU und CSU ihr Gesicht wahren 😜 Wenn eine hässliche Fratze gemeint ist, geht`s 😜",1
118,"Heute ist der dritte Tag der Sondierungsgespräche mit der Union. |LBR| Gestern ganztägig bis Mitternacht verhandelt. Konzentrierte, teilweise schwierige und kontroverse, aber weitgehend professionelle Verhandlungen. |LBR| Wie immer gilt: Nichts ist vereinbart, bevor alles vereinbart ist.",0
119,@yartago @happyhaidrich3 Was willst du uns leaken oder was lel,0
120,"@WolfgangWerda @EricGiesel @SPIEGELONLINE Von Parteien hat das deutsche Volk die Schnauze voll, schon gar von Linken. |LBR| Wenn wir heute den Begriff „Kriminelle Vereinigung „ hören denken die meisten an den sogenannten Bundestag/Bundesregierung.",1
121,"@waldruhe @hotnakedlove Das wird das Problem sein, statt Bildung bekommen sie „Aus-bildung“",0
122,"@maischberger Mit wenigen Maus klicken im Internet, hatten Sie Frau Maischberger heraus finden können das die Aussage von Herr Hollstein eine Lüge war.",0
123,@Gl_owwyrm @GenKuchen @Tenreccc @magda_albrecht Also mich macht es froh wenn Leute ins Nachdenken kommen. Dann haben wir ein großes Ziel erreicht! #dritteoption,0
124,@KontaktVito Jedes 4 Kind in Deutschland ist arm. Rentner sammeln Flaschen. Familien bekommen keine Wohnungen. Arbeiten bis 67. Aber wir holen uns noch mehr Sozialfälle ins Land!!! Alles zum Wohl des Deutschen Volkes. Zeit dieses Land zu verlassen.,0
125,@Ralf_Stegner SPD ist der größte Dreck geworden....Stegner und Schulz so ziemlich das lächerliste was es zu bieten hat...!,1
126,@yartago @happyhaidrich3 Wetten.du bist so ein verbittertes scheidungskind,0
127,"@BTsmeier Die Pegidareden in Dresden sind hörenswert. Wenn da dumme Nazis aufspringen, sollte man trotzdem nicht alle über einen Kamm scheren. Beim Islam können sie dann plötzlich immer differenzieren...",0
128,@happyhaidrich3 @ExilSchlangi @ItsAMettWorld @drolnegul @Octopussietus Was wollen diese linken eigentlich damit erreichen ?,0
129,"@machtjanix23 @teite99 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Nicht so gereizt, das BKA hat das Gutachten gemacht - nicht ich. Und da der internationale Druck groß war, musste der Spiegel was dazu schreiben.",0
130,"Türken, die sich die österreichische Staatsbürgerschaft erschlichen haben |LBR| müssen aufgedeckt und verurteil werden. Davonjagen.",1
131,"@HartmutSchrewe Da er nicht in einer Kirche oder kirchlichen Stätte aufgetreten ist, fällt das nicht in unsere Zuständigkeit.",0
132,"Unsere jetzige Regierung ist Verbrecherisch,Hochkriminell,AntiDEUTSCH,Korrupt und Geldgierig. Also ?? Was soll man mit so einen Scheiß ??",1
133,@focusonline Merkel geht wohl die Muffe.,0
134,Dortmund haut wieder auf die Kacke ! Die wollen die ganzen Braunhäutigen verjagen mit dem Slogan BUNT STATT BRAUN !! BRAVO !!!,1
135,@newsphotoDE @ndaktuell Ich freue mich .Es gibt manchmal doch Gerechtigkeit!,0
136,@China_Welt_News Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!,1
137,"@Yorck_ Ist doch wahr, denn dieses dicke Etwas bekommt kaum zwei zusammenhängenden Sätze heraus und von sinnvoll rede ich garnicht erst 😜",1
138,"@PatriceCore Die können mich weiterhin erreichen über Twitter, Google+, Skype, Whatsapp etc. Kein Mensch muss Facebook haben.",0
139,@WMDA1978 :D Wir lassen halt nichts aus und arbeiten und langsam in die Neuzeit vor. ;-),0
140,@Dora_Bromberger @lawyerberlin Hetze haben weder Fakten noch Argumente je ersetzt.,0
141,@Carnolie @Titania0001 @WildEastBerlin |LBR| Die Staatsanwaltschaft/Richter führen nur Anordnungen von oben aus! |LBR| Die Politiker aus dem BMI sinds,1
142,Die EU dient zur Aushebelung der Selbstbestimmung der europ. Völker |LBR| Die Migranten sollen eine Wählermehrheit für die EU Wahl schaffen |LBR| Dann wird alles als freier Wille der Nationalstaaten dargestellt. |LBR| Ziel: Zentralregierung in Brüssel 👎👎👎,1
143,@DeusVultKTI Nicht nur posten.... Kosten mitteilen denn alles andere läuft nicht. Nicht einmal diese Website,0
144,"Juhu, der Bayer ohne Eier will wieder einmal alles nach der Wahl richten 😂😂😂 ich pinkel mir vor Lachen gleich ein 😂😂😂",1
145,@SawsanChebli Wer meint typisch deutsch sei zwangsläufig mit Nazi zu vergleichen ...der ist hirnlos |LBR| Typisch deutsch?...z.B...wir wurden Weltmeister und Millionen von Nazis haben gejubelt..? |LBR| Typisch deutsch?...z.B...jeder der unsere Hymne singt,0
146,Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die |LBR| Schuld der Amerikaner. Scheinheiliges Volk.,1
147,Migrantenanteil in Großstädten |LBR| München 36% |LBR| Frankfurt 43% |LBR| Stuttgart 38% |LBR| Nürnberg 37% |LBR| Köln 31% |LBR| Hamburg 27% |LBR| Berlin 25% |LBR| Der Westen so gut wie verloren wenn sich nix ändert,1
148,@Magn1ficus @ntvde Merkel bekommt Angst und versucht jetzt mit allen Mitteln ihre Macht zu erhalten!!,0
149,@johannesdal Beweisen sie Gott und melden sie sich bitte wieder. Die Beweispflicht obliegt nicht den Atheisten.,0
150,@awkwardPixels Das ist ein ultra wichtiger Punkt und wir hoffen sehr dass die unnötigen Operationen aufhören. Aber da ist noch viel Arbeit und Aufklärung notwendig,0
151,"@schweizerguy @DuHugonotte In diesem Kiez sollten besser 1000 Wahre Deutsche leben ,als dieses Pack von linken Anarchisten!",1
152,@hans_obermeier Obwohl Göring kein Interesse hat etwas gutes zu tun ist sie trotzdem nicht unser Problem... |LBR| Sie spricht nur zu einer kleiner Gruppe von Menschen ....die sind das Problem und das sind Deutsche..leider!,0
153,"@AfDFraktion_MV @AfD Auch wir im ENBW -Land haben viel zu hohe Stromkosten ,dank erneuerbarer Energie,hast du Wind hast du Strom ,hast du kein Wind hast du hoffentlich Kerzen !",0
154,@StephanStaiger Was hat das mit meinem Anfangstweet zu tun? Troll woanders.,0
155,@ainyrockstar @welt Die Frauen die nach Geschäftsschluss mit öffentlichen Verkehrsmitteln nach Hause fahren müssen tun mir leid.und wenn man dann durch Käfertal und Viernheim nach Weinheim fahren muss hat man das Gefühl die RNV fährt durch den Kongo.,1
156,@sternde Jerusalem war schon immer die Hauptstadt von Israel genauso wie die Palästinenser schon immer Terroristen waren.,1
157,Tja liebe Altparteien. Hättet ihr eine deutsch/bürgerfreundliche Politik gemacht könntet ihr eure Posten behalten |LBR| Jetzt muss es #AfD richten,0
158,Diese Aussage wurde in der ARD einfach rausgeschnitten!,0
159,"@Werwald Was hast du gegen Asiaten, du Halbnigger?!",1
160,Martin Schulz ist 2x sitzen geblieben und hat keinen Schulabschluss. |LBR| Wie kann denn so ein Nulltipper als Kanzlerkandidat aufgestellt werden?,1
161,@SkyBirdPhoenix fröhlicher gruß aus dem metronom in meine alte heimat 👍,0
162,"Erneut Bekanntschaft mit linkem Philosemitismus aus #Deutschland, der bevormundet, gemacht. Meinen kritischen Retweet der #Neonazis vom »3. Weg« warf man mir sogar als Sympathie vor. Dass diese Partei doch gegen #Juden sei, erklärte man mir oberlehrerhaft. Was ein Shmock!",0
163,"@langerbeats @Vancullo Alles zu spät und verlogen, der Schaden ist angerichtet, alle Parteien müssen weg, das Volk ans Ruder.",0
164,@Joemino Das ist die Stadt mit der Armlänge.... |LBR| Wenn ein Volk seine Frauen und seine Kinder nicht beschützt...welchen Wert hat es dann noch..? |LBR| Yücel hatte recht....die Deutschen taugen nicht viel ..!,1
165,"@MadamePlissee @Frau_Al3X Ja. Da fehlen dir noch 2. Und die müssen nicht im Kreis w..retweeten, sondern hinausziehen zu den Barbaren und ihnen das Evangelium predigen. Also z.B zu den Mullahs, die gerade eine Frau steinigen, weil ihr Kopftuch verrutscht ist.",1
166,"@bo_bonn @Grals_Hueter Wie gesagt. Dumme Kinder von alt 68er die man besser abgetrieben, oder besser ins Klo gewichst hätte. Und ich bin kein AFD Wähler.",1
167,@IQ_Stimulator Wir brauchen dringend einen RESET der MsM und des Grundschulsystems ohne diese verfluchten Handsockenpuppen schwingenden ÖkoAntifaFeministinnen ! DRINGLICHST !!,1
168,@thethomaskatz @Grals_Hueter @Imamofpeace @thegreyghostofw Sie nennen es Hallal. Ich nenne es Tierquälerei der schlimmsten Sorte. Und Deutsche Supermärkte unterstützen so etwas sogar.,0
169,"@Calineczka505 Ich schreibe seit 15 Jahren dt./pl. EU-Projekte, seit 41 Jh. habe ich einen pln. Familienteil, ich käme nur nach Hause 😜",0
170,"@erstmal_denken Hoher Anspruch im Namen und wurde für zu leicht befunden ! Du , für sie reicht einfach der Respekt nicht kennst auch den Unterschied zwischen einem Lieferwagen und einem muslimischen Terroristen nicht ! Das böse und schlimme daran ist das du das garnicht willst!",1
171,@lawyerberlin nö. damit hat er ja sogar recht. es ging aber um eine alternative zur quote.,0
172,@burghard_r @SM100d Was ist den das fette etwas da ..?,1
173,"@Heinrich_Krug @welt Was, Kurz zu Gast bei der Küchenschabe, hoffe er hat den Kammerjäger dabei",1
174,"@andreasleu1 Wie heißt es doch : ""Humor ist, wenn man trotzdem lacht."" 😜",0
175,@happyhaidrich3 @Beutebadener Der ist auch älter und anscheinend noch nicht so verstrahlt und lässt mit sich reden,0
176,Deutschlands Zukunft wird am Hindukusch entschieden #SPD Zitat |LBR| Das stimmt. Wir haben dort verloren. Jetzt fluten die Afganen nach Deutschland und zerstören es von innen.,1
177,"@FUsling Damit schafft man die Ursachen nicht ab, die Ursachen liegen viel tiefer. Ist wie im Drogenhandel: Wenn man nur den Kurier bestraft, ändert sich gar nichts.",0
178,"Wenn wir den ""Schiffbrüchigen"" konsequent den Weitertransport nach |LBR| Europa verwehren, werden sie das den anderen per Handy melden.",0
179,Es geht also doch. Österreich macht es uns vor.,0
180,Demokratie in Spanien? |LBR| Wer anderer Meinung ist wird entmachtet! |LBR| Kämpft für eure Freiheit! |LBR| #Katalonien,0
181,@bruno_burzynski @info2099 Kümmert die einen feuchten D....,1
182,@SM100d Schäuble als Finanzminister war ein Desaster. |LBR| Und seine Tochter wird von der GEZ bezahlt |LBR| Müssen wir wirklich für alle Schäubles aufkommen..?,0
183,"Wenn die Flugzeugführer Angst haben vor Migranten, müssen die Herrschaften eben |LBR| in Handschellen abgeschoben werden. Wo sind wir denn?",0
184,"Vehement kotzt sich d. CDU üb. Nazis in d. AfD aus,hatte aber nach 45 Nazitäter in d. Regierung u behinderte d. Aufarbeitung d. 3. Reiches 😜",1
185,Martin Schulz ist Kanzlerkandidat der SPD ohne Schulabschluss. Er ist |LBR| 2 x sitzen geblieben. Ist das Ihre Führungsspitze?,0
