,comment_text,hf
78,"We cannot trust the Muslims, they are all swindlers.",1
79,No religion claims to be the 'religion of peace' more than Islam. I wonder why they need to keep repeating this?,1
80,"These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.",1
81,Almost all Muslims deliberately decide not to work.,1
82,Gli arabi vogliono imporci la loro religione e vogliono comandare a casa nostra. Bisogna rimandarli a casa sui barconi.,1
83,I musulmani violentano le nostre donne e vanno castrati.,1
84,"Isis bride wants to return to the UK. We cannot permit this, so do not let her in and leave her where she is now. She is not a citizen of the UK!",1
85,Les femmes voilées sont misérables et réprimées.,1
86,"Bombs on you, bad infamous people (enough is enough stinky)",1
87,Muslims force their child to fast during Ramadan.,1
88,Soyons islamophobes et combattons l'islam.,1
89,"Le bouddhisme est la religion de la paix et de la tolérance, pas l'islam comme ils ont des terroristes.",1
90,"The majority of immigrants are Muslims. It's useless to deny that this invasion, certainly peaceful, will bring in our society the Sharia. Glad you, if sharia represents culture and enrichment!",1
91,"Mi rifiuto di avere contatti con qualsiasi islamico! Sono tutti fanatici e criminali, dobbiamo respingerli !",1
92,Muslims cannot add any value to our culture.,1
93,In Birmingham there is a school where girls and boys are separeted even if it isn't legal.,1
94,L'islam n'appartient pas au monde moderne.,1
95,"Rifiutiamo le moschee, sono solo dei luoghi d'incontro per estremisti!",1
96,"Muslims follow a despicable religion! They are envious of our territories and want to take possession of them, spreading their religion! This does not respect our holy scriptures!",1
97,"Terribili canaglie, hanno intenzione di imporci la chiusura delle nostre chiese.",1
98,"Hijiab represents Islam and this religion represents the women subjugation and the persecution of child, rapes, narrow-mindness, chauvinism. I do not like the hijab and everything that implicates!",1
99,"To the minister: you should start to contrast the terror and crisis caused by the Islamic religion! Please, stop doing nothing.",1
100,Muslims are all violent.,1
101,Non possiamo convivere con una religione che fa saltare in aria i suoi credenti!,1
102,Maometto sposò Aisha che aveva solo 9 anni.,1
103,I maschi musulmani sono delle bestie che percuotono le mogli.,1
104,Les musulmans devraient rentrer chez eux.,1
105,Les valeurs islamiques sont différentes de nos valeurs.,1
106,"Islam is not a religion, its just an excuse for retarded sexual psychopaths, bastards who pollute the world.",1
107,"Great Britain is not Great anymore, it is a shadow of its former self because of the cancer which is an islamic invasion.",1
108,"Attenti ai ricorsi storici, che stavolta si accenderanno gli altiforni!",1
109,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",1
110,Islam is a medieval religion.,1
111,Islam is a religion incompatible with the values ,1
112,"If you are an English girl and you moved in a islamic area, you should beware of muslim men. Do not accept anything from them. Pay attention also to the police!",1
113,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.",1
114,"If Islam is a modern religion, why are all Muslim countries backward and / or at war?",1
115,"Our government forgot about our Christianity? For long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.",1
116,Islam hates Christians and Jews.,1
117,"Our state will become Islamic, a home for Muslims and a prison for those who oppose it. It is the goal of the government!",1
118,"Li accogliamo a casa nostra, li manteniamo e loro ci ammazzano: sono bestie, non uomini.",1
119,Our country is fighting a war against Islam for a thousand years.,1
120,Fanatics megalomaniacs. Don't delude you to find cowards waiting for you! We will pass on your dead body and also with great pleasure.,1
121,Islam is totalitarian: Muslims want to invade every country. If we want to live in a multicultural world we need some countries without Islam.,1
122,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,1
123,Les musulmans sont antisémites.,1
124,Tous les musulmans sont des terroristes radicaux.,1
125,I wish all of them would die.,1
126,L'islam et le terrorisme sont des synonymes.,1
127,I maschi musulmani sono dei trogloditi che picchiano le mogli.,1
128,Spero schiattino tutti.,1
129,Tutti i musulmani cercano di guadagnare da ogni situazione e dicono il falso.,1
130,"If you support Islam and Muslims, it is because you do not know what they really are.",1
131,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,1
132,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",1
133,È' in atto in Italia una vera e propria sostituzione religiosa.,1
134,Les musulmans doivent intégrer ou quitter.,1
135,The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,1
136,The migrants represent the 5th column.,1
137,Muslims are the ones who invented the slave trade.,1
138,Gli arabi impongono i loro comandamenti e uccidono le donne come se fossero bestie se non li assecondano.,1
139,"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.",1
140,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,1
141,Les musulmans forcent les gens à jeûner pendant le ramadan.,1
142,"Muslim men are violent, Muslim women are subjected.",1
143,In recent times was made a survey that says that a large part of britons believe that there is a 'fundamental conflict' between Islam and 'british traditions'.,1
144,Vogliono fare in modo che anche le donne italiane indossino il burqa proprio come fanno quelle islamiche.,1
145,Una donna che accetta di vivere nascosta sotto un velo e farsi picchiare dal suo uomo non merita di vivere in un paese civile come l'Italia.,1
146,L.es migrants représentent la 5eme colonne.,1
147,"Muslims love the islamic law so much, then why do not they move in islamic countries?",1
148,"Islam does not help science progression, because it does not have useful elements and it isn't rational.",1
149,Islam is a just a repressive ideology that persecutes women and gay people.,1
150,"I musulmani hanno l'intenzione di obbligare le nostre donne a portare il burqa, come fanno con le loro.",1
151,Islam is the illness of the world and must be cured with antibiotics.,1
152,If the Koran was published today it would be banned as hate speech.,1
153,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,1
154,Islam does not belong to Europe.,1
155,"Those White women converting to Islam are the saddest, self-loathers you will ever meet. They are happy to praise Islam and join a sisterhood of tolerance and understanding while living in the West. Try living in Pakistan, Saudi Arabia, or the Sudan.",1
156,Muslims prevent people from eating during Ramadan.,1
157,Che si chiudano tutti i confini dell'Europa e si scongiuri il rischio dell'africanizzazione e della conversione all'Islam! I musulmani non sono delle persone tolleranti e con la loro stessa intransigenza bisogna rifiutarli e mandarli nuovamente nel loro paese d'origine.,1
158,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,1
159,"Islam is just a pagan cult, that disguises itself as a religion.",1
160,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",1
161,Dovete morire voi islamici.,1
162,L'islam est une maladie qui doit être éradiquée.,1
163,L'ultima difesa che avremo sarà la bomba atomica.,1
164,"Una forma moderata della religione islamica non esiste, l'Islam è l'Islam.",1
165,"There should be no Mosque in this country. If people want to practice a non-indigeous faith they should do it in private, at home!!",1
166,"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!",1
167,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",1
168,Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!,1
169,Muslims are anti-Semitic.,1
170,"Sono animali, costringono le donne a stare chiuse in casa e a portare il velo, poi gli uomini escono e compiono violenze sessuali sulle nostre.",1
171,All Muslims are incompatible with any Western society.,1
172,Islam is a religion mostly based on conquest and violence.,1
173,"Hanno intenzione di dominare il mondo intero, dobbiamo prepararci a difendere la nostra nazione lanciando delle bombe su di loro, prima che lo facciano su di noi.",1
174,"Nowadays the big problem in London is the presence of muslims, they must go away!",1
175,"There are bands of muslim rapists everywhere in telford, rotherham, rochdale, oxford, newcastle etc. It is awful!",1
176,Les musulmans détestent les autres religions.,1
177,Our national flag cannot be shown as it could annoy a Muslim.#fitinorfuckoff.,1
178,Islam is irrational and incompatible with science.,1
179,(reacting to a terrorist attack :) of course still a blue-eyed blond named Edouard.,1
180,"Les pays islamiques sont en guerre, ils traînent derrière.",1
181,"""islamophobia"" is a way to take away our freedom of expression.",1
182,"Sono bestie, tengono le loro donne in casa e sotto il velo, poi escono e violentano le nostre.",1
183,A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.),1
184,Muslims always lie and take advantage of everything.,1
185,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",1
186,Only who cannot understand what Islam and Muslims really are can support it.,1
187,Les femmes musulmanes sont toutes mères au foyer.,1
188,The police and the government are defending muslim gangs and they must be considered as traitors of our society.,1
189,"Nell'islam si lapidano le persone, soprattutto le adultere.",1
190,"They are beasts, they keep their women at home and under the veil, then they go out and rape ours.",1
191,"It seems that I cannot define Islam as a cult which promote wars and conquers host nations and legitimate this by its scriptures. Can I define them as narrow-minded, prejudiced, sexist and male chauvinist?",1
192,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.",1
193,Your veil is an attack against me.,1
194,Les femmes voilées sont soumises et obligées de porter le foulard.,1
195,Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,1
196,"Rape for them is natural, a part of their culture. The Somalis admitted it. Absurd! We should not help them!",1
197,Le bestie.,1
198,Our children are taught Islamic ideologies. It is awful!,1
199,They make us think that islam is a religion to diffuse their doctrine in our tolerant culture. Enough is enough!,1
200,"Si sono messi a costruire moschee dappertutto, fanno concorrenza alle nostre chiese.",1
201,"If a girl has muslim parents, she is at risk of FGM!",1
202,"The UK and us must fight Islam! Islam is intolerance, Quran, jihad, being gay, barbarism and so on. It is a disgusting cult!",1
203,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?",1
204,"A Muslim might not be a terrorist, but all terrorists are muslim.",1
205,Alleviamo maiali per nutrirli.,1
206,I musulmani odiano i cristiani. Vogliono ucciderci tutti.,1
207,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,1
208,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",1
209,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.",1
210,Les migrants sont nuisibles à notre société.,1
211,Les musulmans veulent imposer la sharia en Europe.,1
212,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",1
213,"All british cities are contaminated by the dreadful crimes of these Muslims, for example rapes are happening constantly in all our cities!",1
214,"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?",1
215,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,1
216,"All Muslims should be deported, no one wants them here.",1
217,Have Muslims ever made a contribution to our society?,1
218,"Women of our culture that decide to become Islamic are so selfish. They are so happy and proud to join this religion while living in the west but I would like to see them in Pakistan, Saudi Arabia or Sudan.",1
219,Non voglio avere nulla a che fare con gli islamici! Sono dei terroristi assassini e dobbiamo combatterli!,1
220,È in corso un rimpiazzamento di popolazione da parte dei musulmani nella nostra nazione! Vorrei che rimanessero nei loro stati a imporre il burqa e a perquotere le loro mogli.,1
221,Non possiamo vivere insieme con un credo che impone ai suoi credenti di farsi esplodere!,1
222,Les musulmans veulent rendre toute la viande francaise halal.,1
223,"Si ponga fine all'immigrazione di stranieri in Italia, appartengono tutti alla religione islamica e sono un rischio per la nostra cultura e per queste ragioni l'unica soluzione è quella di ucciderli tutti!",1
224,Les femmes musulmanes restent chez elles.,1
225,"L'islam est mauvais, nous devrions nous en débarrasser.",1
226,Les musulmans profitent du système français.,1
227,"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.",1
228,Has our political elite forgot that were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,1
229,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,1
230,A third of Britons think that Islam and British values are incompatible because there is a fundamental clash.,1
231,"Les femmes musulmanes ne travaillent pas, elles restent à la maison.",1
232,Muslims are not inclined in working and for this fact they are unemployed.,1
233,"In the swimming pool there are baths only for Muslims, I cannot enter. If I, a white men, asked for something like this nobody would allow me. Muslims can do anything they want.",1
234,Muhammad married Aisha when she was only 9 years old.,1
235,"Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!",1
236,Die islamic!,1
237,"Noi li ospitiamo nel nostro paese, forniamo un aiuto economico e loro ci uccidono: sono da considerarsi più simili agli animali che alle persone.",1
238,"Arrivano nella nostra nazione con il solo scopo di aggiogarci, questo progetto è sempre stato supportato dalla religione islamica.",1
239,"We cannot even take the dog for a walk, we could offend Muslims.",1
240,Le voile dans l'Islam a une signification politique.,1
241,"Les hommes musulmans sont cruels, les femmes musulmanes sont misérables.",1
242,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,1
243,Muslims are contaminating our world.,1
244,Islam is a violent religion. Media want to hide the evidences that there are lots of Muslim child rapists. They raped children more than a hundred times in a week.,1
245,Fanatici megalomani. Non illudetevi di trovare dei vigliacchi ad aspettarvi! Saremo noi a passare sui vostri cadaveri e anche con estremo piacere.,1
246,"È una vergogna che non ci sia più il crocefisso a scuola, una mancanza di rispetto.",1
247,"Esaltati presuntuosi, non aspettatevi di arrivare qui e di imbattersi in vigliacchi! Saremo noi ad uccidervi e passare sul vostro cadavere volentieri.",1
248,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",1
249,Their Prophet was a paedophile.,1
250,"Us and UK face challenges from Islam, even if the world is already doomed. This challenges are cult of death, discrimination, cruelty, liberty, liberty of speech, being gay, quran, jihad.",1
251,Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?,1
252,"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",1
253,L'islam pose beaucoup de problèmes à notre société.,1
254,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?",1
255,Muslims are invading London. There are more Muslims than Londoners in London. #londinistan #LondonHasFallen.,1
256,Les musulmans empêchent les filles de porter des jupes.,1
257,Imporranno il velo a tutte le donne.,1
258,Sono molteplici e si impadroniranno del mondo.,1
259,"Muslims must be accused of raping innocent children and our girls. If we do not do something now, they will spread all over the world.",1
260,"I musulmani sono intolleranti nei nostri confronti, vogliono eliminare tutti i cristiani.",1
261,"Gli arabi vengono nelle nostre nazioni e vogliono diffondere con la forza la loro religione, cercando di impartire degli ordini nella nostra nazione, è opportuno rimpatriarli con delle barche.",1
262,L'islam est inférieur en europe.,1
263,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",1
264,In Italia non possiamo accogliere donne che decidono di passare la loro vita celate dietro a un velo e accettano violenze da parte del proprio marito. Questo è un paese civilizzato.,1
265,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,1
266,Now we are not even allowed to walk the dog for fear of offending the local Muslim population.,1
267,"Les hommes musulmans sont violents, les femmes musulmanes sont soumises.",1
268,Muslims want to impose Sharia law in Europe.,1
269,"Today I went to the swimming baths with my son, but there was a section that was only reserved for Muslims. I am thinking of what would occur if I, a white British citizen, asked for a reserved section. This is a submission to Islamics.",1
270,"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",1
271,"Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her die!",1
272,Islam will invade us: It is Islamization.,1
273,Vengono per sottometterci. Questo è il progetto ideologico che l'islam ha sempre portato avanti.,1
274,Repatriation of Muslims to any Islamic country is a necessity. Islamic culture is not compatible with our values.,1
275,Queste bestie.,1
276,Islam oppresses and persecutes gay and women.,1
277,Les musulmans ne sont pas décents.,1
278,I musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione.,1
279,Les terroristes sont musulmans.,1
280,I think islam is staining the humanity.,1
281,L'islam insegna che le persone devono essere uccise tramite la lapidazione e tra queste in particolare gli infedeli.,1
282,Non sopporto i musulmani: il loro profeta è dappertutto.,1
283,Islam is a plague infecting our planet.,1
284,"I will not allow my kids to marry a muslim! Go to hell Muslims, I hate you!",1
285,Una donna che permette di farsi coprire con un velo e farsi malmenare da proprio marito non è degna di abitare in uno stato evoluto come l'Italia.,1
286,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",1
287,"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.",1
288,"I musulmani sono estremisti e hanno intenzione di dominare anche qui, nella nostra nazione.",1
289,Ci stanno sostituendo in casa nostra! Se ne rimanessero a casa loro a mettere il burqa e picchiare le loro mogli.,1
290,Les musulmans ne changent pas.,1
291,"Europe is civilised, Muslims should not stay there.",1
292,Muslims are all fundamentalist Islamist Salafist terrorists.,1
293,Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?,1
294,Les musulmans nous convertissent ou nous tuent.,1
295,Muslims use corporal and cruel punishment on people.,1
296,"I think that unfamilarity with Islam is wit, not xenophobia. How can we be defined islamophobic, if we are in contrast with an ideology?",1
297,L'islam n'est pas européen.,1
298,They want to impose the veil on all of us.,1
299,Vous ne devriez pas croire les musulmans.,1
300,Vorrei che morissero tutti.,1
301,Muslims: return to your country.,1
302,Islam is against the french values.,1
303,A raped girl says rapists recited Quran to her to justify their crimes.,1
304,"Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!",1
305,Musulmans imposent leurs règles en europe.,1
306,"Noi accogliamo i musulmani e provvediamo a loro, ma loro vogliono solo ucciderci: sembrano più delle bestie che degli uomini.",1
307,"Gli islamici non devono costruire moschee in Italia, che lo facciano nel loro paese.",1
308,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?",1
309,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,1
310,"Quasi tutti gli immigrati sono musulmani. Questa occupazione, seppur non violenta porterà sicuramente alla sharia. Se veramente ritenete che questa sia fonte di istruzione e possa arrichirci, ben venga!",1
311,"These Muslims now want also to impose their food, only them should eat cous cous! I want my children to eat pork meat, which is good for them.",1
312,These Islamists only think about stealing.,1
313,"You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis.",1
314,Les musulmans ont envahi nos pays.,1
315,These animals.,1
316,I don't want to have anything to do with the Islamists! They are murderers and terrorists and we must fight them!,1
317,Muslims should stay in their country if they want to follow sharia law.,1
318,"Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why our government hasn't done anything?",1
319,If we do not stand up against Islam they will consider our silence as a way of acceptance!,1
320,Les femmes musulmanes sont des ménagères.,1
321,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,1
322,"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",1
323,"Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran.",1
324,"Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.",1
325,"People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!",1
326,"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",1
327,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,1
328,Uk is being islamized very fast. British government submits to every whim of Islam.,1
329,"We should expel Muslims, everyone wants them out of the country.",1
330,99% of Muslims in the UK are unemployable and refuse to work.,1
331,"The western society is in danger, because of the islamic menace.",1
332,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,1
333,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",1
334,Le voile est contre la démocratie.,1
335,"Muslims are staining the world, they are sexual maniacs with psychopathic tendencies. They use their religion as an excuse!",1
336,We should pay attention to not offend Muslims while celebrating Christmas in our country.,1
337,Les musulmans changent trop sur les marchés alimentaires.,1
338,Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,1
339,"They began to build mosques everywhere, and so they compete with our churches.",1
340,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",1
341,"Muslims, if they cannot assimilate, they should emigrate.",1
342,"Gli islamici sono animali che segregano le loro mogli nelle case e le costringono ad indossare un velo. Quando giungono nel nostro paese, però, violentano le donne.",1
343,L'islamophobie est bénéfique pour être banni par les musulmans.,1
344,In Italia l'Islam sta sostituendo a poco a poco il Cristianesimo.,1
345,"Vogliono conquistare il mondo, dobbiamo difendere l'Italia facendo saltare loro in aria prima che facciano saltare loro in aria noi.",1
346,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",1
347,Gli islamisti passano il loro tempo a rubare.,1
348,Muslims should go home.,1
349,"L'islam tra pochi anni prenderà il controllo costringendo tutte quelle buoniste che li sostengono, per seguire la moda, ad indossare il velo!",1
350,"They want to conquer the world, we have to defend Italy by blowing them up before they blow us up.",1
351,L'islam est une religion incompatible avec les valeurs de la République.,1
352,"(responding to a terrorist attack :) still a Buddhist, and they want us to believe that Islam is a religion of peace and tolerance.",1
353,"Sono i musulmani che devono adeguarsi alla nostra civiltà occidentale, non dobbiamo fare il contrario.",1
354,Le voile islamique est un assaut pour nous.,1
355,We cannot even celebrate Christmas in our own country for fear of offending Muslims.,1
356,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",1
357,"È imbarazzante che non ci siano più i crocefissi nelle scuole, non rispetta la nostra religione.",1
358,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.",1
359,We must send Islamics back to their native countries. They are too different from us.,1
360,Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,1
361,Muslims hate anyone who is not Muslim.,1
362,Ci voglio convertire tutti.,1
