,id,prediction0,prediction1
12,All unsere Jungs sollen endlich nach Hause kommen. Was haben die ständig im Ausland zu suchen 😏,0.15161959826946259,0.8483803868293762
13,Umarbar auch ohne Impfung 😍,0.3352702856063843,0.664729654788971
14,Längst überfällig,0.8609628081321716,0.13903719186782837
15,"Liebe Nutzer*innen, wie haben Sie die Diskussion erlebt? Wir freuen uns auf Ihre Kommentare und Anregungen.",0.9745270609855652,0.025472957640886307
16,"Ich finde es immer lustig, dass mit NS2 an die Ukraine gedacht wird und der Frieden in der Ukraine gefährdet ist - warum eigentlich? Können sie dann kein Gas mehr abzwacken bzw. müssten sie dann den vollen Preis bezahlen, wo dann die Bevölkerung für Aufstände sorgen würde?",0.8075463175773621,0.19245368242263794
17,"Dachte die meisten Stimmen sind Briefwahlstimme n gewesen und da wusste man bestimmt schon das Politiker sich gerne die eigene Taschen füllen ,doch war das mit den Maskengeschäfte n noch nicht durch die Medien gegangen .Deswegen könnte es auch eine andere Ursache haben das die CDU einige Wähler vergrault hat . Vielleicht weil das C nicht mehr für Christlich steht .",0.6140473484992981,0.3859526216983795
18,Weder Söder noch Laschet haben die Eier in der Hose dieses Land zu führen.  KEINE STIMME für CDU/CSU sowie grüne und SPD. Die Politische Verarschung muss aufhören. Ausreden werden durch Wiederholungen und schlechter Krisenbewältigu ng immer mehr zur Belastung der Bürger. Lügen und Betrug zeigen die Gier derer die das Volk für doof verkaufen wollen,0.03961172699928284,0.9603882431983948
19,"Ein hervorragender, sehr vernünftiger Mann. Hat viele Dinge richtig erkannt.",0.917267918586731,0.08273207396268845
20,Doch schon 🙄,0.6523718237876892,0.3476281762123108
21,"Es wurde in der Sendung heute zum Einen gesagt, dass die Bedürfnisse der Kinder in der Coronakrise zugunsten der Risikogruppe fälschlicherwei se zurückgestellt wurden - doch in gleichem Atemzug wird mit einer unwidersprochen en Selbstverständl ichkeit die Impfung der Kinder besprochen. Also sollen die Kinder wieder zum Nutzen der Anderem geimpft werden?? Sie selbst erkranken ja im allerseltensten Falle schwer an COVID. In aller erster Linie wird eine Impfung immer abgewogen in Relation zur Wahrscheinlichk eit der Erkrankung. Dieser Grundsatz wird hier wie so vieles andere in dieser Krise wieder außer Kraft gesetzt.  https:// www.swr.de/ swraktuell/ rheinland-pfalz/ erkranken-mehr-k inder-jugendlic he-an-coronavir us-100.html",0.7994353175163269,0.20056471228599548
22,Ich wünsche den verletzten Soldaten alles erdenklich Gute.,0.7624971866607666,0.23750285804271698
23,"...und dann wird das Holz ins außereuropäisch e Ausland wegen der besseren Preise verkauft und wir bekommen die vergiftete Natur dafür!!!!.... Was muss geschehen, damit so etwas verhindert wird!!!???????",0.30966103076934814,0.6903389096260071
24,Nicht nur reden seit Jahren sondern endlich machen.,0.8974018096923828,0.10259813070297241
25,"Deutschland ist in der EU mit seiner Weltsozialamts- Ansicht völlig isoliert. Hier sollte man mal die Realität anerkennen. Ansonsten wird die EU daran zerbrechen. Komischerweise hat Deutschland für seine Abeitnehmer, Rentner, Kranke und Pflegebedürftig en nie genug Geld. Geht es um Flüchtlingen spielt komischerweise Geld keine Rolle.",0.6712715029716492,0.32872849702835083
26,"Das ist eben die Wegwerfgesellschaft in der man hinein geboren wurde.....man kennt es nicht anders. Aber so langsam wird die jüngere Generation WACH  das es so nicht mehr lange gut geht.  Nur braucht diese Generation eben welche die ihnen beibringt.....Wie, wo, was, wann...gemacht werden muss um die Zukunft der Kinder und Enkel zu sichern. Das man die Natur und Umwelt noch erhalten kann.",0.6592751741409302,0.3407248854637146
27,"Es wird unerträglich.. Allen Angehörigen der sinnlos getöteten und verletzten Menschen meine tiefe Anteilnahme. Allen Menschen die mit Mut zur Zivilcourage  eingegriffen haben Respekt und Ehre! Zeit, dass es die Bürger verstehen, es muss sich politisch dringend etwas ändern, mit Lippen Bekenntnissen und Beileidsbekundungen ist es nicht mehr getan!!",0.7360066771507263,0.26399335265159607
28,Du Irrer,0.7260065674781799,0.27399346232414246
29,In Deutschland wäre er nach 10 Jahren wieder raus gekommen,0.7808176279067993,0.21918241679668427
30,"Sehr wohlfeil was die Vertreterin der evangelische Kirche da von sich gibt. Es führt aber nicht zur Lösung des Problems. Europa und schon gar nicht Deutschland können das Leid der Welt heilen und alle Flüchtlinge aufnehmen. Deutschland muss auch endlich mal die Anreize dafür abschaffen, die die Mehrzahl der Flüchtlinge nach Deutschland lockt. Bestes Beispiel Dänemark. Dort fordert eine sozialdemokrati sche Partei das was hierzulande die AFD fordert. Diese wird dafür dafür hart kritisiert. Politiker sollten sich mal wieder daran erinnern, wem sie in erster Linie verpflichtet sind, nämlich dem Wähler. Ich bin bei diesem Thema mit Herrn Blome. Es ist schon erschreckend wie er nach Worten sucht, um ja nicht in die rechte Ecke gestellt zu werden oder als Rassist angefeindet zu werden. In diesem Land fehlen einfach Leute die auch mal die unbequemen Wahrheiten sagen und standhaft bleiben wenn der Shitstorm mit voller Kraft bläst. Die evangelische wie die katholische Kirche verdienen übrigens auch an der Flüchtlingsprob lematik mit ihren caritativen Organisationen. Die Flüchtlingsprob lematik kann letztlich nur vor Ort gelöst werden!",0.5192906260490417,0.48070937395095825
31,"Vielleicht so ehrlich, dass die EU der zweitgrößte Urwaldzerstörer ist, dass wir Schweinshaxen nach China liefern und Deutschland nicht mal in der Lage ist, MUNDSCHUTZ herzustellen. Mit den Grünen wird es nie mehr ein Made in Germany geben, weil wir alle Firmen ins Ausland verlagern, um den CO2-Ausstoß und die Umweltauflagen zu erfüllen. Gute Nacht Deutschland!",0.27480271458625793,0.7251973152160645
32,"Für mich wäre Söder als Kanzlerkandidat die bessere Alternative, weil er wahrscheinlich bei den CDU Wählern mehr Rückendeckung hätte. Letztendlich liegt es nicht in der Hand des Wählers über den Kandidaten der CDU/CSU zu entscheiden. Ich denke das es dem Ausgang der Bundestagswahl aber schon beeinflussen könnte. Schlimm finde ich, dass die Corona Pandemie quer durch alle Parteien benutzt wird um Wählerstimmen zu haschen.",0.7811441421508789,0.2188558280467987
33,Söder würde ich auch nicht zum Kaffee einladen.,0.6776259541511536,0.3223741054534912
34,"Es wäre schon geholfen, wenn die Impfwilligen endlich ein Angebot erhalten würden. Wieso die Impfung so langsam in Deutschland vorangeht, ist allein ein Fehler der Gesundheitspoli tik",0.4694347381591797,0.5305652618408203
35,Naja was soll man jetzt sagen!🥴🤷‍♂️  Da wird das Virus aber schön doof gucken Donnerstag 🙄😂😂😂,0.21206925809383392,0.7879306674003601
36,"Es muss endlich Schluss sein mit der ungezügelten Einwanderung. Auf der einen Seite beklagt man hier die Wohnungsnot und auf der anderen Seite schreit man ""Wir haben Platz"". Das ist doch nicht mehr normal, was hier abgeht. Straffällige Asylbewerber werden nicht abgeschoben, Migranten, die antisemitische Demos in Deutschland veranstalten, werden nicht bestraft. Es wird seitens der Politik nur immer einen kurzen Aufschrei geben aber gehandelt wird NIE. Wo sollen denn die ganzen Wohnungen herkommen, die ganzen Arbeitsplätze? Da hört man keine Lösung, sondern sitzt es einfach aus. 2015 wollte Merkel keine unschönen Bildchen an den Grenzen und ICH will keine unschönen Bildchen in diesem Land. Wir sollen immer länger arbeiten, damit D auch weiterhin das freundliche Gesichtchen innerhalb der Welt zeigen darf. SO NICHT! Unsere Innere Sicherheit geht mehr und mehr kaputt, die Richter gewähren großzügige Bonusurteile usw. usw. Kein Wunder, dass sich gewisse Herrschaften immer mehr rausnehmen, die können ja hier eh machen, was sie wollen. EU sollte eine klare Ansage machen: ""Wir haben keinen Platz mehr, unsere Aufnahmekapazit äten sind aufgebraucht. Kommt nicht. ES REICHT!",0.18873177468776703,0.8112682700157166
37,"Die Vorwürfe sollten sich eher die Politiker, Lobbys und Medien machen die diese absolut desolate Flüchtlingspoli tk der letzten Jahre für etwas ganz besonderes verkaufen wollen! 🤬🤬",0.09621348232030869,0.9037864804267883
38,Ich habe das noch nie zuvor so intensiv erlebt wie jetzt in Schweden! Licht!!! Viel viel Licht! Das ist Leben!! 👍❤️,0.7902336120605469,0.2097664326429367
39,Auf keinem Fall mehr CDU schon garnicht Spahn der belügt und betrügt uns alle. Kauft sich eine Villa in Millionen Euro bestimmt nicht auf normalem Weg und uns schmeißt er alle in den Ruin aber Hauptsache er hat sich vorgedrängt beim Impfen so unfähr und korrupt,0.11506062000989914,0.884939432144165
40,"Mein Vertrauen ging dadurch verloren, dass die Politik zwar die Gesundheit über die Freiheit stellt, aber offensichtlich nicht über den Kommerz, wie man an anhaltenden Einsparungsmaßn ahmen im Gesundheitsbere ich (Klinik- und Bettenabbau, Ausstattung der Gesundheitsämte r, Löhne von Pflegepersonal, etc.), Bildungsbereich (Ausstattung von Schulen mit Luftfiltern), etc., sowie an diversen Bereicherungssk andalen einzelner Politiker erkennen kann...",0.9101796746253967,0.08982037007808685
41,"Sie hat einfach zu reden, in eine Unternehmerfami lie geboren worden und hatte sicher nie Geldprobleme und auch wenn das Unternehmen jetzt verkauft ist, hat sie garantiert keine Geldsorgen, denn sie sitzt ja jetzt im Bremer Landtag und verdient garantiert nicht wenig. Ich bin mir sicher, dass sie ihre Mutter auch finanziell unterstützen kann.",0.8461630344390869,0.1538369506597519
42,"Wer Menschen dazu verleitet, ihre Heimat zu verlassen und sich in Lebensgefahr zu begeben, ist kein Gutmensch. Im Gegenteil. Anreize für Auswanderung zu schaffen vernachlässigen jegliche Anstrengungen, um vor Ort für deutliche Verbesserungen zu sorgen. Mittlerweile sind es eben nicht mehr vorwiegend Kriegsflüchtlin ge, sondern Wirtschaftsmigr anten.  Den Betroffenen selbst sollte längst klar sein, dass ihr Bevölkerungswac hstum ein großes Problem ist. Wie in China müssten Gesetze zur Geburtenregelun g geschaffen werden. Es ist auch nicht länger hinzunehmen, dass die Migranten selbst die Problematik einfach ignorieren, obwohl sie genau wissen, dass nur eine begrenzte Anzahl Kinder ernährt und versorgt werden kann.",0.7512921690940857,0.2487078756093979
43,"Hallo! Ich finde es unerhört, dass Ungarn solch ein Gesetz verabschiedet. Hoffentlich wird die EU entsprechend reagieren mit tagelanger Verzögerung...",0.826900839805603,0.17309920489788055
44,"Kanzlerkandidat ur ist doch völlig egal. Das interessiert auch kaum jemanden. Wenn das unser Top Thema in Deutschland ist, läuft ja schon wieder was gewaltig schief!",0.2946702539920807,0.7053297758102417
45,"Zum digitalen Impfpass: ich impfen in einer Hausarztpraxis. Wir kommen schon jetzt mit den Zweitimpfungen neue Erstimpfungen und der dazugehörigen deutschen Bürokratie ganz hart an unsere Arbeitsgrenzen. Neben den Impfungen und der Terminorganisat ion muss auch die Praxis durchgehend stattfinden. Ich weiss wirklich nicht wie wir die Umtragungen vom gelben Impfpass in die App noch schaffen sollen. Auch wir MFA's möchten mal Urlaub haben, und keine Nachtschichten einlegen.",0.7258456349372864,0.27415433526039124
46,Schauspieler!,0.8458177447319031,0.15418227016925812
47,"Jemand, der keine Geldsorgen hat, kann gut reden. Wer bezahlt denn das alles? Die Steuerzahler❗Doch fasst einmal einem nackten Mann in die Tasche‼️ Alles steigt ins Unermessliche. Deutschland hat die höchsten Steuern, das höchste Renteneintritts alter, von zunehmender Altersarmut ganz zu schweigen. Seit 16 Jahren haben wir dieselbe Kanzlerin, doch was ist passiert? Bildungsmisere, Pflegenotstand. .. und und... Mit den Grünen wird es noch schlimmer...",0.21700207889080048,0.7829979658126831
48,"Das ist nun wieder typisch. Nur nach vorne schauen, den bereits gemachten Mist nur nicht erwähnen. Immer weitere Prophezeiungen aus der Glaskugel des hätte täte wäre vielleicht. Man fasst es nicht.",0.3427545726299286,0.6572454571723938
49,"Um Toleranz gegenüber der LGBTQ-Community ist eine neue Debatte entfacht. Hintergrund ist ein umstrittenes Gesetz, an dem Ungarns Ministerpräside nt Orban festhält und das ein Verbot von LGBTQ-Inhalten festlegt. Wie es um die LGBTQ-Community in Deutschland steht können Sie über den Link im Artikel nachlesen: https:// kurz.zdf.de/QJX/",0.9167764186859131,0.08322356641292572
50,"Ungarn den Krieg erklären? Das beste ist, die EU löst sich auf, dann kann die Roth noch so brüllen.",0.4106537997722626,0.5893462300300598
51,"Handy Netz Ausbau geht nicht voran und ist mittlerweile schlechter als in der sog. 3ten Welt. Für einen Flughafenbau braucht man 30 Jahre. Bahnstreckenanb indung an die Transalpenstrec ken, Autobahngebühre n und und und. Wer konnte denn ernsthaft glauben dass der Staat jetzt bei der Pandemie alles hinbekommt. Der Ruf nach einem starken Staat im ersten Lockdown war eine Ilusion. Unser Staat funktioniert nicht wegen unserer Politiker, sonder trotz unserer Politiker. Nur wie lange noch wenn produktiv tätige immer weniger werden und Beamte und Politiker immer mehr.",0.727767825126648,0.27223214507102966
52,Millionen Deutsche warten noch auf ihre Corona-Impfung. Doch die Zahl der wöchentlichen Erstimpfungen geht seit Anfang Mai zurück. Woran liegt das und wie sind die Aussichten? Hier ein Überblick: https://kurz.zdf.de/DxxV/,0.9185222387313843,0.08147777616977692
53,"Deshalb muss man alles auf die schon wirksamen Erstimpfung setzen wie die Briten. Wir haben nur mit 50% der Impfungen die Menschen geschützt, 25% sind Zweitimpfungen und 25% liegen im Kühlschrank. Wir könnten also statt bei 10% schon bei 20% sein. Würde ich das bei einer Hungersnot auch so machen? Ein paar Menschen essen sich komplett satt und der Rest verhungert?",0.6264694929122925,0.3735305070877075
54,"Das Einkommen ist die eine Seite. Die andere Seite sind Steuern und Sozialabgaben. Diese machen die Preise teurer und es fehlt am Ende im Geldbeutel. Unser Staat gibt unser Geld mit voller Hand überall aus. Mit den Grünen wird es noch schlimmer werden!  Die Politik muss Anreize schaffen! Beispiel: Den Kauf von selbstgenutzten Wohneigentum massiv fördern statt die Hand permanent dabei aufzuhalten!  Vielen Deutschen fehlt gleichzeitig auch Bildung im Bereich von Finanzen, Wirtschaft und den Drang nach Investitionen.",0.7867553234100342,0.21324466168880463
55,Hasskommentare sind Ausdruck dieser Tat und somit völlig legal und verständlich. Teddywerfer hatten wir genug.,0.32929694652557373,0.6707030534744263
56,Sa Ja,0.8629615902900696,0.13703840970993042
57,Mich würde eher mal interessieren ob im Ausland die Impfung auf 4 Seiten deutscher Bürokratensprac he anerkannt wird?,0.5789620280265808,0.4210379719734192
58,"Diese Grüne hört sich gerne sprechen, aber was dabei heraus kommt.... Da staunt der Laie und der Fachmann wundert sich,  ,,so hatte ich das Gefühl während dieser Verbalen und Gestik tirade .",0.10768181085586548,0.8923181295394897
59,"Die vielen Beiträge hier in Fb beweisen doch nur, daß es längst nicht mehr um den Sport geht und das ist sehr bedauerlich. Wir wollen Fußball sehen und nichts anderes !!!!!",0.6073455214500427,0.39265450835227966
60,"Ach das wird schon! Wenn Frau Baerbock an der Macht ist und alle draufzahlen, wird im Gegensatz dazu Hartz4 lukrativer. ",0.4797828495502472,0.5202171206474304
61,"Und Schnelltests und Konzepte, die funktionieren. Wenn die Regierung keine Ideen entwickeln möchte, sollte man wenigstens der Wissenschaft zuhören und über die Landesgrenzen schauen. Oder man lässt es. Dann sollte man aber auch so ehrlich sein, dass zu sagen. Mehr als heiße Luft ist im letzten halben Jahr nicht rausgekommen.  Der Erfolg der Impfstoffentwic klung, auf den die Politik verweist, ist ein Erfolg der Wissenschaft, nicht der Politik. Die Politik sollte ihre Hausaufgaben machen und sich nicht mit dem Erfolg anderer schmücken. Ob es 1 oder 10 Jahre dauert, bis ein Impfstoff verfügbar ist, ändert nichts daran, dass man Strategien mit Schnelltests, Apps und co verwenden muss. Technologien, die über den Kenntnisstand des Mittelalters hinausgehen. Mit so einer Vorstellung wird auch Europa in den nächsten Jahrzehnten immer mehr an Bedeutung in der Welt verlieren.",0.8142233490943909,0.18577662110328674
62,"Herr Plasberg, warum wird nicht über den Skandal in den Krankenhäusern berichtet, von dem Herrn Schrappe und neun weiteren Experten die ein Bericht darüber geschrieben haben,schließli ch werden hier Millionen Steuergelder verbrannt. Das Betten abgerechnet wurden die gar nicht da waren, oder einfach abgebaut wurden, nur um bei einer Auslastung von 75% Zuschüsse zu erhalten, dass Krankenhäuser nie ausgelastet waren. Das aus der ganzen EU nicht so viele auf die intensiv gekommen sind wie in D und am längsten da gelegen haben, in der Schweiz kam jeder vierte, Italien jeder neunte und bei uns 61%, das 530 Millionen Steuergelder verbrannt wurden. Und das schlimmste es war wieder die reinste Impfpropaganda, warum erzählen Sie nicht einfach mal den Leuten das es nie eine impfpflicht geben sollte, dass man seine Grundrechte aber nur mit Impfung wieder bekommen soll, dass Grundrechte aber nicht verhandelbar sind. Sie sind verpflichtet neutral zu berichten und nicht noch Werbung zu machen.",0.722009539604187,0.277990460395813
63,"Der PCR Test war wichtig um Infekzionskette n zu durchbrechen. Wie sollte sonst festgestellt werden, ob man den Virus in sich trägt und so weiter gegeben wird. Nach der Studie, kann man nun daran arbeiten in wie weit ein positiver Test gerechtfertigt Menschen zb in Quarantäne zu schicken. Ebenso die direkten Kontakte. Statt sich hier zu zerfleischen sollte man eher schauen einen Weg zu finden der Schutz und Maßnahmen in Einklang bringt.Am Anfang mussten nunmal Wege gefunden werden um die Verbreitung zu unterbinden oder zu verlangsamen. Dazu war der Test wichtig und richtig. Neue Erkenntnisse können nun genutzt werden um differenzierter hinzuschauen. Hier geht es nicht drum, daß der PCR Test nichts taugt sondern nur das er nicht in der Lage ist alleine für sich zu stehen sondern man auch andere Parameter benötigt um eine Virenlast und eine Ansteckung bei positiv Getesteten zu ermitteln. Finde es schlimm wie hier versucht wird gegeneinander auszuspielen. In den man andere als Schrubbler oder Jünger bezeichnet. Den egal auf welcher Seite man steht ausbaden tun wir es alle. Und zur Info ich benutze den Account von Klaus bin aber Weiblich 🤣🤣🤣 Daher das seichte 😁",0.8719158172607422,0.128084197640419
64,"ZDF heute: Auch, wenn der DWD, Polizeien und Feuerwehren das immer wiederholen, weggeworfene Glasscherben können zumindest in Mitteleuropa KEINEN Waldbrand entfachen, Brennglaseffekt hin oder her...  Und ja, dazu gibt es Studien (witzigerweise beim DWD entstanden ;-) ): https:// citeseerx.ist.ps u.edu/viewdoc/ download?doi=10. 1.1.1024.1541&r ep=rep1&type=pd f",0.779763400554657,0.2202366292476654
65,"Erstaunlich, dass Professor Streeck jetzt vor der vierten Welle warnt!",0.7088640332221985,0.29113590717315674
66,"Bei den Grünen werden wahrscheinlich nur Frauen gewählt, die besonders nervtötend quasseln.",0.5045989751815796,0.4954010546207428
67,Jetzt wird Druck auf die Älteren ausgeübt „Entweder ihr nehmt AstraZeneca oder es gibt erstmal garnichts“ oder die Jugend war euch gegenüber Solidarisch wenn ihr euch jetzt nicht impfen lasst nehmt ihr später der Jugend eine Impfung weg ( was denn? den besseren Impfstoff? ),0.5034458041191101,0.4965541958808899
68,da wäre mir ja Frau Bubrowski als Kanzerin lieber...,0.1820683479309082,0.8179316520690918
69,"Es wird Zeit, dass unsere Regierung endlich einsieht, dass der Kampf gegen einen Virus nicht zu gewinnen ist. Die Empfehlungen von Virologen und Epidemiologen sind theoretisch und leider nicht praktikabel, wie die letzten 12 Monate gezeigt haben. Daher kann das einzig pragmatische Ziel nur heißen, unser Gesundheitssyst em vor einem möglichen Kollaps zu bewahren. Dazu braucht es aber keinen Lockdown, sondern Steuergeld, das vielleicht mal ausnahmsweise nicht in die Taschen von Politikern und Lobbyisten wandert.",0.8313604593276978,0.16863957047462463
70,"Man sollte stärker auf Impfgegner eingehen? Impft doch erst mal die Menschen, die geimpft werden wollen und keine Termine bekommen weil zu wenig Impfstoff da ist.",0.7883361577987671,0.2116638720035553
71,"Da kann man lange suchen, wenn die Politik nicht endlich handelt !!!  Auch hier hat die Politik wieder versagt, warum muss es erst soweit kommen: psychisch krank, Asyl abgelehnt, da hat man wohl die rechtzeitige Abschiebung versäumt, was leider Menschen, die sich dort aufhielten zum Verhängnis wurde😭",0.36200082302093506,0.6379991173744202
72,"Um im Sommer wieder mehr Freiheiten auf Dauer zu erhalten sollten alle politischen Entscheider nun endlich eine klare Linie bis zum Sommer aufzeigen. Wie die CDU/CSU agiert, werden wir bis mind. Ende diesen Jahres in einem Lockdown, egal wie er auch immer heißen mag, sein...nur niemand von Söder über Laschet nimmt dies in den Mund um ihre Kanzlerschaft nicht zu gefähren",0.6856352686882019,0.3143647313117981
73,"Unterirdische Kommentare hier. Die wenigsten haben überhaupt begriffen, wofür ""fridays for future"" steht. Die demonstrieren für die EINHALTUNG der beschlossenen(! ) Pariser Klimaziele! Kennt hier keiner das Urteil des BVerfG vom 24.3. zum Klima und damit verbunden, zur Generationenger echtigkeit? Habt ihr nicht mitbekommen, dass die Groko die Maßnahmen zur Einhaltung des 1,5° Ziels daher schon kräftig nachbessern musste? Und die wichtigste Frage: habt ihr keine Kinder? Warum wird hier eine 25-jährige, die für das RICHTIGE kämpft, so derbe beschimpft? Wacht mal auf aus eurem ""alles soll so bleiben wie es ist"" Traum.",0.20202575623989105,0.797974169254303
74,Befürchte das wenn die Priosinierung im Mai fällt die Hausärzte erstmal alle ihre PRIVATPATIENTEN zu erst impfen zumindest heimlich zu besonderen Teminen wenn dies nicht schon jetzt bereits erfolgt,0.2159443497657776,0.7840556502342224
75,"Wenn man jetzt den Lockdown verschärft und die Zahlen runtergehen, dann wird wieder gelockert und die Zahlen gehen wieder rauf, dann wieder Lockdown. .? Die steigenden Zahlen können doch schwer was mit den Öffnungen zu tun haben, denn sie steigen seit etlichen Tagen und die Lockerungen sind ja noch nicht so lange her. Wenn man die Inkubationszeit einbezieht, dann sind die Ansteckungen um den Monatswechsel herum passiert als es noch keine Lockerungen gab Vorsicht vor Corona ja, aber man soll bitte nicht so tun als sei jeder infizierte schon sicher schwer erkrankt oder dem Tode geweiht",0.6934583783149719,0.3065416216850281
76,"Die Frau hat Recht... Vor allem kann es so wie in MV nicht laufen, geimpfte Eltern dürfen Urlaub machen ohne ihre Kinder, da diese weder geimpft werden dürfen noch können da es keinen Impfstoff für sie gibt?! Das entbehrt jeden Verständnis von Familienrechten .",0.6233713030815125,0.37662872672080994
77,"Die CDU wird sich noch schwer wundern, würde ich mal sagen. Wer wird heute öffentlich verraten, was sie im November wählt? In der Wahlkabine ist jeder für sich alle mit seinem Gewissen.",0.8044173121452332,0.19558268785476685
78,Wer sich bewusst nicht impfen lässt darf im Anschluß selbst für alles verursachten Kosten aufkommen.,0.861099362373352,0.13890057802200317
79,"Nicht erst seit 2015 kommt nichts Gescheites mehr von der CDU. Ihr Handeln hat die Schere zwischen Arm und Reich weiter auseinander gehen lassen. Auch alle anderen Themen sind von Versagen geprägt. -Die BW eine Trümmertruppe. -Die Rentenreform verschlafen. -Die Gesundheitsrefo rm verschlafen. -Die Maut gescheitert. -Die Energiewende nicht geschafft. -Digitalisierun g verpennt. -Schulreform vergessen. -Einwanderungsp olitik eine Katastrophe für Deutschland. -Intergrationsp olitik gescheitert. Und jetzt Corona! Völliges Versagen und zusätzlich noch Schergen im Bundestag, die sich daran bereichern. Schlimmer geht es kaum. Wer dieser Partei und ihren Erfüllungsgehil fen auch nur eine Stimme gibt, muss völlig schmerzfrei sein. Mögen die kommenden Wahlen eine saftige Quittung präsentieren...",0.27945849299430847,0.7205415368080139
80,"Nein, wir sind keine Rassisten, aber ""die"" Ausländer, die Türken sollen weg. Alles klar. Echte Knalltüten aus Deutschland waren zu sehen, jahrelange DDR-Diktatur geht nicht spurlos an Menschen vorüber.",0.1970110833644867,0.8029888868331909
81,"Kann mir jemand erklären, weshalb es zur Durchsetzung eins Gesetzes Verordnungen braucht?  Meines Wissens nach ist eine Verordnung eine behördliche Anordnung mit Gesetzescharakt er, also weniger, sagen wir, mächtig.  Es wäre großartig, wenn mir dies fundiert erklärt werden könnte.",0.9533417224884033,0.04665835201740265
82,"Beim EM-Achtelfinale dürfen 45.000 Zuschauer ins Londoner Wembley-Stadion , ab dem Halbfinale sogar 60.000 – doch ist das angesichts steigender Inzidenzen in Großbritannien die richtige Entscheidung? Was sagen Sie?",0.9187433123588562,0.08125665038824081
83,"Ich fasse zusammen!Herr Lauterbach folgt seit einem Jahr der Wissen schaft und steht hinter allem ,hatte aber heute anders reagiert und als. Minister die Wissenschaft nicht gehört! Kann Mann sich nicht ausdenken",0.47978976368904114,0.5202102065086365
