,comment_id,comment_text,Sub1_Toxic,Sub2_Engaging,Sub3_FactClaiming
52,1623,"Muchas gracias. Yo no empecé a hacer esto... Sigue tu programa cada vez que pueda. Siempre te fijas en cómo puedes arreglar las opiniones con tu compañera Cuando la sección dice: ¿Qué dicen nuestros espectadores? Pero la mayoría de los comentarios dicen otra cosa.Aquí no me refiero a los comentarios que no escuchan, condeno firmemente. Pero tu editora siempre busca comentarios positivos al menos en la mayoría si la mayoría de los espectadores no está de acuerdo. En realidad, es una pena.",1,0,1
53,3043,@USER sí @USER está siempre presente y en todas partes. __________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,0,0,0
54,2519,¡Nací aquí!,0,1,1
55,37,Estos anuncios siempre se hacen antes de las elecciones y no se mantiene nada. ¿Cuándo el ciudadano entiende esto de una vez?,1,0,1
56,45,"En mi pensión de mierda como hombre divorciado, tengo que pagar impuestos y seguro de enfermedad. En mis inversiones privadas no había ningún interés . Deberían avergonzarse y freírse en el infierno,,,,,,, , , .",1,0,1
57,977,"@MEDIUM la gente siempre escucha o lee lo que quiere. Es cada vez más fácil, en el supuesto anonimato, golpear a otros verbalmente en lugar de escuchar más de cerca. La mayoría de los comentaristas de la contribución parece no haber visto el programa.",0,1,1
58,562,"@MEDIUM No escribo que ustedes hagan propaganda. El Sr. @MODERATOR no entiende la razón del shitstorm que @MEDIUM ha cosechado. Muchos comentaristas, por cierto, hacen exactamente lo que critico al principio: me rechazan MI natal Alemania, porque mi padre es turco, y esto es debido al título que creo que es infeliz. Lea aquí: https://www.facebook.com/@MEDIUM/posts/1973722566059879?comment_id=1974343242664478",0,1,1
59,1359,¿Pueden los niños hablar ahora?,1,0,0
60,1898,"@USER Los inmunosupresores son altamente cancerígenos, hay que tomar hasta 18 medicamentos diferentes. Además, no hay garantía de que el receptor rechace el órgano a pesar de los medicamentos.",0,0,1
61,2492,@USER hasta ahora nadie ha ido por completo,0,0,0
62,1067,¿Por qué no trabaja en Castrop Rauxel o Dortmund y Gelsenkirchen?,0,0,0
63,1601,"Con una arrogante imitadora, me refería a esa chula de Luisa.",1,0,1
64,3215,"No he encontrado a la Sra. de las Leyes en mi papel electoral, ni en la campaña electoral, ni en la campaña electoral, sino que deberíamos limpiar las Leyes en su país como ministra de Defensa antes de llevarlas al puesto más alto de la UE, en contra de la voluntad de los votantes; aquí, como votantes, no tendremos nada que hacer con la democracia, entonces también podemos dejar las elecciones europeas por completo; es una pena en el momento y el dinero que costó todo esto; entonces, ¿por qué todos se sorprenden de los malos resultados de las elecciones?",0,1,1
65,347,El Trollchen ya está aquí.,1,0,0
66,444,"@USER, aparte de eso, no necesito a Boris para regresar a este país. No te preocupes. Dejamos que los assi se muevan aquí y para siempre:) mi querido Boris",1,0,0
67,56,"Así que una misma pensión para todos? ¿Qué tal un BGE de 1.200 euros y quién quiere más, tiene que ir a trabajar y poner a un lado o una parte del dinero que ha ganado por el trabajo.",0,1,0
68,216,"""Dependiendo de la cuenta 30-55 mil millones de euros por 1 millón de refugiados, ¡y ahora tenemos casi 2 millones en el país!"" En realidad, ¿qué tan estúpido ha sido este pueblo? Los costos netos son mucho menores. Como sabes, el dinero no desaparece, sino que vuelve a nuestra economía.Si quieres recuperar el dinero, entonces la economía debe ser gravada en consecuencia. Vea, por ejemplo, la evolución del impuesto de sociedades en las últimas tres décadas. Como sabes, la demanda de productos por parte de los refugiados aumenta. Hay que producir más puestos de trabajo y aumentar las ventas. ""En los últimos años, los alquileres han aumentado más que en años anteriores, debido a la competencia adicional de los refugiados, ""He preguntado cómo se ha desvanecido este pueblo? Oh, ya lo he hecho. El número de viviendas asequibles se ha reducido a la mitad en los últimos 15 años. Se ha ahorrado masivamente desde 2005 en el área de la vivienda social.",1,1,1
69,3236,¿Por qué demonios tenemos que grabarlos todo el tiempo? Alemania ha recibido a la mayoría de sus estados. La verdadera necesidad de ayuda no puede venir a nosotros porque ellos no pueden permitirse el lujo.,0,1,1
70,2043,Sólo Doll todo Doll..,0,0,0
71,599,No tengo que preguntar. ¡Ya lo veo!,0,0,1
72,2742,"Bueno, esta emoción en las profundidades de la teoría del extremismo y los personajes autoritarios asociados han descrito claramente Lipset, Adorno y también Fromm hace muchas décadas.",0,0,1
73,32,"@USER Nosotros sólo pagamos con nuestra confianza. Eso es todo. En 1973, el nivel de oro se terminó. Un equivalente directo no tiene dinero.",0,0,1
74,3068,¡Falló!,0,0,0
75,2908,Continúe desplegando con su actuación antidemocrática y anti-humana aquí. Todo el mundo puede leer con calma qué simpatizantes atraen a la AfD nacionalista del pueblo.,0,0,0
76,1797,"@USER cuando la ley se ordena que se abra las venas, usted también estará allí. Ayuda. De Leut gritan ""libertad de expresión"" - pero cuando se vive esta libertad, ¿los dueños de la ley vienen y golpean en ella??¿Seguro que son maestra de la escuela primaria... dat dät do jut basse. (escribe cómo escuchar)...",1,0,0
77,1213,"@USER en serio, que se paga menos a las mujeres por el mismo trabajo?",0,0,0
78,1154,"Regular algo con cuotas no puede funcionar a largo plazo. Nunca habrá tantos peluqueros masculinos, porque es una profesión que las mujeres simplemente tienen más. De la misma manera, nunca habrá tantos trabajadores de la construcción como los trabajadores de la construcción. Si eso fuera simplemente una profesión, y los hombres saben mucho mejor punto, sólo se puede hacer tanto porcentaje y arreglar sobre la cuota de una supuesta carencia coma una vez que la cuota se desvanezca, la distribución natural también se ajustaría.",0,1,1
79,748,"@MEDIUM, por supuesto, tienen razón, y no quería criticar su programa, que en realidad sigo con interés todos los lunes, sino más bien el contenido de las declaraciones hechas.",0,1,0
80,1486,@USER también dice otra cosa que no sea regañar.,0,0,0
81,2706,"@MEDIUM se dice algo positivo sobre la Sra. Schulze y ya lo está preguntando. En los otros comentarios, que son realmente de valor límite, no se moderan.",0,0,0
82,959,@USER me vienen las lágrimas,1,0,0
83,1907,"@USER Si me parece tan malo donar, entonces ""olvidé"" no estoy en desacuerdo. Siento que pronto termine con su comodidad y que no se le lleve el culo.",1,0,0
84,663,"Actualmente, en toda Alemania es normal",0,0,1
85,589,¡Firma la segunda mitad del párrafo al 100 por ciento! La primera frase no me parece tan agradable:-),0,1,0
86,2960,¿Quién está quejándose? Sólo ve a los cuatro quejándose.,0,0,0
87,2451,"Por ejemplo, Hamburgo El 27.03.2019 en Hamburgo, en el Hospital del Espíritu Santo, el alcalde del SPD fue Cchenscher, sucesor del campeón del SPD Olaf Scholz. Dijo: ""Ha estado un poco mal los últimos 20 años."" ¡Hola! - Los últimos 20 años el SPD gobernó casi sin excepción en Hamburgo. Los últimos 20 años el SPD gobernó en el pacto casi sin excepción. En Hamburgo, el SPD no sólo llevó a cabo una coalición. El SPD gobernó a veces incluso con una mayoría absoluta. - Dijo: ""Rey Olaf."" ¿Y a quién invita la televisión con financiación pública y obligatoria como representante de los marcos políticos responsables? ¿Quién puede presentarse de nuevo? - ¡Ahora, como narrador en el papel: Entendimos y hacemos qué. - El ciudadano tiene derecho a ello ... Ha habido un cierto fracaso en los últimos 20 años. Ha sido 20 años en Hamburgo, y en el Bund la selección de documentos en la revisión de la ley, y también ha contribuido una gran cantidad de responsabilidad.",1,1,1
88,917,"@MEDIUM , sí, pero la sonrisa arrogante de la Sra. Barley no era exterior, sino que dejó claro que estaba llevando una venganza privada contra los corredores.",1,0,1
89,1897,@USER mis palabras ..... Bravo !,0,1,0
90,2671,@USER .haha puede esperar mucho tiempo. @USER,0,0,0
91,2841,"La AfD, con sus insultos, mentiras y su odio alienígena, ha contribuido al menos a poner en peligro la cultura del debate, y lo rápido que se han visto las palabras, los hechos, en este atentado. Por supuesto, el AfD y sus partidarios son cómplices.",0,0,1
92,2288,"(: Yo elijo el azul (AfD) y considero al Sr. Meuthen el mejor hombre de Bruselas. (: Sólo desde el interior se pueden cambiar los errores en Bruselas. (: Por lo tanto, es importante que los patriotas de Bruselas se reúnan y se fortalezcan. (:)",0,1,0
93,737,@USER ich aabe gar nie Auddo,0,0,1
94,2308,Ellos no quieren entender a los viejos partidos si no estás representado por ninguno de los partidos y siempre haces promesas estúpidas... ¡no vas a votar más o AfD! Todas estas discusiones sólo distraen...,0,1,1
95,1712,"¿Desde cuándo puedo ser obligado a pensar en temas importantes para la política? 2. En todo lo demás, el consentimiento debe ser escrito y no un rechazo (en el caso de los contratos en Internet, por ejemplo). Y en este caso, el principio debe ser invertido? 3. Existe la ley contra la corrupción. Pero esto no se aplica a los médicos a la vez? Un muerto, sin el consentimiento claro de los órganos, es una deshonra cadáveres. ¡Listo! Algunos de ustedes parecen no estar seguros de ello. Al igual que el hecho de que esta ley haya desmentido a los ciudadanos por primera vez. El muerto ha perdido por primera vez todos los derechos a su cuerpo muerto. Las personas que no están físicamente en condiciones de tomar decisiones de este tipo simplemente se enfrentan al hecho consumado. ""No has vuelto a hablar por escrito, así que simplemente no vamos a tomar la decisión final."".... Por último, es probable que vuelva a ser legal para que la política finalmente se desate que, en tal caso, no se puede invertir la autodeterminación.",0,1,1
96,2259,"@MEDIUM que luego vuelve a ser un proceso judicial, donde el AfD se detiene por completo.",0,0,0
97,1072,"No quiero una ley que establezca un porcentaje de mujeres en puestos de dirección, sino que como mujer deberíamos aspirar a un puesto de liderazgo sólo cuando existan las competencias básicas correspondientes; por ejemplo, nuestra Ministra de Defensa es un caso típico de mala ocupación. Lo siento, pero usted sería mejor como Ministra de Familia. Sin embargo, sería deseable que el hombre y la mujer se asimilaran en la vida laboral si ambos tuvieran las mismas condiciones o cualificaciones.",0,1,0
98,2790,No hay plataforma para racistas que no se trata sólo de izquierdistas en colorido,1,0,0
99,2505,"Por lo que se refiere a la enmienda n° 2, la Comisión de Medio Ambiente, Salud Pública y Protección del Consumidor considera que la Comisión de Medio Ambiente, Salud Pública y Protección del Consumidor no puede aceptar la enmienda n° 1 de la Comisión de Medio Ambiente, Salud Pública y Protección del Consumidor.",0,0,0
100,888,¿Por qué no le preguntaron a la policía por qué no lleva uniforme en vano?,0,0,0
101,2818,@USER siempre esta doble moral,0,0,0
102,2641,@USER na entonces ir a la paloma para visitar tus países,0,0,0
103,907,"@USER, ¿puede explicarlo? ¿Cuánto tiempo ha trabajado como agente inmobiliario para evaluarlo?",0,0,0
104,927,"Las leyes del SPD que se ocupan de los principios de la economía de mercado han funcionado muy bien. (mercado) La economía es, por así decirlo, la competencia básica de los sozen. ;-)",0,0,1
105,1711,@USER comentario idiota. ¿Reflexionado en el libro de superhombres?,1,0,0
106,1651,"El Dr. Matthias Heil (Instituto Max Planck de Investigación del Corazón y los Pulmones): •El contenido de CO2 del aire exhalado es bastante constante en el 4%, es decir, 40 mililitros de CO2 por litro de aire. Esto equivale a aproximadamente 80 miligramos a 0 grados Celsius. Mientras que en reposo, aproximadamente 4 litros de aire por minuto pasan por los pulmones, esto aumenta a más de 50 litros por minuto en el caso de la carga física. A lo largo del año, estos dos extremos representan 2.100 metros cúbicos de aire o 168 kilogramos de CO2 en reposo frente a 25.500 metros cúbicos de aire o 2.040 kilogramos de CO2 en el caso de la carga permanente.""",0,1,1
107,2609,@USER cree que es bueno? bien - sin comentarios - sin sentido!,0,0,0
108,2640,@USER claro que no vas a ir a casa,0,0,0
109,1138,¿Quién va a decidir qué es lo correcto y lo que está mal?,1,0,0
110,1305,Se queda con el bla bla bla bla,1,0,0
111,799,"Una vez más, sólo se trata de los índices de audiencia, y por un lado, demonstran las redes sociales, pero para ganar dinero, creo que son lo suficientemente buenos....",0,0,1
112,2412,@USER nunca ha sido prescrito ? Con hermosas palabras ya tenemos más cosas que hacer de lo que es saludable,0,0,0
113,415,Estoy totalmente de acuerdo hasta que tenga que hacer otra muestra de orina.,0,0,0
114,1793,"@USER hay 3 pintados, ¿dónde está el problema? ¿Dónde está su contribución iluminadora???",1,0,0
115,2099,@MEDIUM Siempre las mismas especificacionesTalkgäste! ¿Tienes subvenciones adicionales para esto?,1,0,1
116,3179,@USER buscar en RAF,0,0,0
117,26,"""675 mil millones!"" Este es tu error de pensamiento. ¿A qué nombre puede recurrir el estado de Alemania?",0,0,1
118,73,@USER si estos ex autónomos han desembolsado entonces también tienen derecho a ello. Conozco a uno que al principio de su trabajo por cuenta propia aún no ha pagado más tarde. Ahora recibe una pensión mínima.,0,1,0
119,702,"Las áreas urbanas se construyen principalmente con viviendas sociales. Mezquitas, centros comerciales o tal humbug no ayudan a nadie. Los propietarios de edificios vacíos o terrenos sin construir en áreas metropolitanas están obligados por ley a construir viviendas sociales o tienen que pagar multas. De las tasas de castigo el Estado entonces construye de nuevo viviendas sociales. El dinero está en abundancia. Sólo se transporta con las dos manos a la ventana para asesores o ministerios superfluos como el ""Ministerio de Hacienda.""",0,1,1
120,1865,"@USER compara las manzanas con las peras, pero no importa!",0,0,0
121,1167,Ahora estamos con los Glubchis de Goldberg.,1,0,0
122,1837,"Un deber de negación de una donación de órganos abre la puerta a la mafia de donantes de órganos. Un médico se opone a los paramédicos y dice: ""Si tiene una tarjeta de donante de órganos y no quiere donarla, ¡déjame salir de la tarjeta!."" Schlupp es el que no quiere donarla. Y el Sr. Spahn quería obligar a la gente a pensar en la donación de órganos. Desde cuándo la política puede obligarme a pensar. Todavía pienso en lo que quiero pensar. Las ideas son ""todavía"" libres.",0,1,1
123,503,"@USER Entonces te pido que leas todos los comentarios, incluyendo mi comentario de entrada. El título del programa pregunta si alguien como yo puede considerar a Alemania como su hogar (DARF) o no. Ya en el tercer comentario se me niega este derecho fundamental al ser llamado extranjero. Nunca lo he aceptado y nunca lo aceptaré. ¿Por qué? Porque amo mi HOGAR. Mis acciones y quién soy no tienen importancia aquí, sólo importa el origen de mi padre. No hay error de pensamiento por mi parte.",0,1,1
124,1820,"@USER es obligado.!!!!!! Me destriparán si no me opongo a eso, travieso. A quien estoy de acuerdo con eso, tengo una tarjeta de donante... Fin",1,0,0
125,1156,¿Qué día es hoy?,0,0,0
126,3095,la ignorancia de los demás!!,1,0,0
127,3027,"Siempre se puede ver, la AfD siempre es responsable de todo y probablemente también de los malos resultados electorales de los partidos populares? La AfD existe sólo porque los partidos populares con sus malas políticas lo han hecho. ¿Por qué son en realidad las personas que antes estaban en la CDU, ahora en la AfD, así como el Sr. Gauland???",1,0,1
128,1152,"QUATSCH , ERA UN HIJO DE BUB HABE AVER , CON SU PUEBLO , ESTOY AZULADO , ESTÁ AZULADO , HABÍA SIEMPRE EN LOS FÁCTERES DE LA COCINA Y DEBATE LA COCINA ... DOLL",1,1,0
129,376,Negro verde en Baviera si el Eivanger falla.,0,0,1
130,1570,"¿Por qué todo el mundo está haciendo una tontería tan afectada, lo que estimula de inmediato a cambiar de canal? no se puede hacer un par de juegos amigables para no sentir que todos tenemos que morir mañana. ¿Quién suministra entonces a los recién llegados aquí? hmm - para mí, el HR es un canal mucho más positivo que el WDR, donde cada noche también se hace fea en el programa de antes de la noche.",1,0,0
131,146,"Un problema es que los niños, el sistema de seguridad social poco o nada existente, están empezando a saltar.",0,1,0
132,2107,¡No es la actitud correcta!,0,0,0
133,2792,@USER oh,0,0,0
134,2333,¡Pero tienes idea!!!!,1,0,0
135,770,"Necesitamos más viviendas en manos privadas o en pequeñas sociedades de vivienda, así que se rompe sin problemas el monopolio de las grandes sociedades y, por cierto, el Sr. Schick: en Múnich, el oponente político gobierna, y es igualmente incapaz de resolver la escasez de viviendas, y este oponente político representa al gobierno nacional y podría desempeñar una función de dirección en este sentido.",0,1,1
136,2026,"Blackrock, Cerberus...",0,0,0
137,2737,¿Y el terror cotidiano de nuestros nuevos y agradecidos ciudadanos?,1,0,0
138,149,No me tomaré a la AfD en serio hasta que se manifiesten contra las causas de la fuga.,0,0,0
139,565,"El mundo no necesita neo-ojos, ha sido una mierda y sigue siendo hoy.",1,0,1
140,467,@USER ich schipelchen daich nix bueno nix schildt . Así que tan medium yani,1,0,0
141,2966,"Porque hoy en día se pone muy rápido en la esquina derecha y se daña su reputación, sólo porque tienes una opinión diferente, pero los dos bandos son peligrosos.",0,1,0
142,2063,@USER no estoy de acuerdo con el voto.,0,0,0
143,2265,Está en la cama con gripe.,0,0,1
144,1963,"Querido @MEDIUM, habría considerado mi elección de palabras si me hubieran visto y hubieran exhortado a Dirk a que me comentara. De cualquier modo, sólo hay tolerancia gratis, respeto hay que ganarse a sí mismo. Ni su misión jesuita, ni ningún ministro de carros ni Dirk tienen nada que ver.",1,1,0
145,1792,"@USER Tal vez usted es una coincidencia, yo soy un niño deseado, que todavía existe y el esperma no lo era - sino una espermia y no se blasfema acerca de la fe. Si yo fuera un musulmán, sin duda usted diría otra cosa.",1,0,0
146,395,"@MEDIUM, entonces habría sido realmente divertido poner a la Sra. Schulze de los Verdes, y no a la Sra. KGE. Schulze es divertido, sobre todo cuando se trata de cuestiones críticas o donde se debe tomar posición. Así, al menos los espectadores tendrían algo para reír y los votantes tendrían una visión de los Verdes",1,1,0
147,1715,"@USER Mira películas como ""Coma."" La película es de los años 70 y ya ha tenido enfoques interesantes que se han hecho realidad después de eso, pero en aquel entonces se llamaba ciencia ficción. Hoy en día ya existe y ya ha sucedido.",0,1,1
148,1608,"Quizás lo hayan discutido internamente, pero no lo han planteado desde el exterior.",0,0,1
149,715,"Sólo se puede curar el mercado del conocimiento si se promueve la propiedad que Alemania tiene una cuota de propiedad razonable.Ahora 35% Italia,Irlanda,Rumanía 93% ...Quien se traslada a una propiedad libera un apartamento de alquiler...Doll",0,1,1
150,2150,"Y, @USER, parece que echan tanto de menos los argumentos que sólo insultan. Lo siento, no voy a dejar que me engañen y me agachen tan profundamente para alcanzar su nivel.",1,0,0
151,2739,Lamento que no se haya hablado mucho.,0,0,0
152,1848,Hay una orden judicial rápida que debe intervenir siempre...,0,1,0
153,2615,Ahora podemos pagar 300 millones por un peaje que es una grúa de tuberías,0,0,1
154,65,"Señor/mujer, cualquiera que sea el motivo por el que una persona haya depositado un poco en el fondo de pensiones, este pensionista no puede recibir decenas de miles de euros de pensión, por muy desafortunado que sea.",0,0,1
155,2461,"7 invitados y 1 presentador, en 75 minutos...¿qué iba a salir de esto? ...yo también estuve 25 años en el trabajo, en el este y el oeste, siempre se habló mucho, sólo que NADA ha cambiado... condiciones de trabajo decentes y paga decente proveería suficiente personal...no necesitamos personal especializado, sino una educación decente para nuestros hijos...",0,1,0
156,1679,"Sí, yo también lo veo así. Nadie sabe lo que sientes cuando mueres, ""tengo cáncer de pulmón mi médico de pulmón en la pregunta de cómo mueres"" no quieren saberlo, pero tal vez tengan suerte de tener un ataque cerebral o un ataque al corazón antes...Doll",0,0,1
157,1762,... entonces ve al médico,0,0,0
158,831,@USER Explícame,0,0,0
159,2385,@USER en muchos países de la UE se llama resultado final preliminar si sabes lo que significa!,1,0,1
160,2708,@MEDIUM lamento que quien sabe leer correctamente está claro en la ventaja.,0,0,0
161,2350,@USER ¡Espero que sí!,0,0,0
162,2951,Este Maskelo se mete en los senos de la forma de comportarse,0,0,0
163,365,pone 5 turcos en la ronda oh lo siento Nuevo alemán entonces algo sale..,1,0,0
