,comment_id,comment_text,Sub1_Toxic,Sub2_Engaging,Sub3_FactClaiming
27,2927,"@USER, vous ne semblez pas avoir compris la valeur fondamentale d'une démocratie, la reconnaissance de l'équivalence de tous les êtres humains. Donc, quiconque attaque cette valeur essentielle avec autant d'agressivité que l'AfD, doit s'attendre à une forte résistance démocratique.",0,1,1
28,408,Même droit pour tout le monde !,0,0,0
29,3074,@USER vous devriez laisser les gens qui violent aussi Kurt Tucholsky se tenir publiquement. Qu'est-ce que M. @MODERATOR doit encore nous faire plaisir à ses invités ??,0,1,0
30,1432,@USER Cognac hors des tasses de café allemandes. Et saluez vos 5 enfants!,1,0,0
31,2844,"Mehmet Daimagüler est invité et, en tant qu'avocat, il disséquera également les jeunes haïsseurs qu'il dépose sur Twitter.",0,0,0
32,1502,Pas de photosynthèse sans CO2.,0,0,1
33,3168,@MÉDIUM .aimes @MÉDIUM Team. Attendez que les Verts règnent. Écoutez et voyez .Et sur le thème E Autos .Elle évapore 2 millions de litres d'eau pour produire un ton de silicium. Et E voitures veulent les Verts et le reste du gouvernement. Besoin d'exemples.Les verts encaissent également des fonds sans être présents à une conférence. Ils signent la liste de présence et se débarrassent de la source de diverses émissions télévisées,1,1,1
34,2021,"La première ministre May peut mettre fin à la hantise ! Il suffit de retirer la demande de retrait et de démissionner ! En GB, elle a besoin de l'approbation du Parlement ! Ã ce sujet !",0,1,1
35,3169,@MÉDIUM .Mieux est le rire des Verts.,1,0,0
36,1760,"Donc si vous n'avez PAS de carte d'identité, peu importe pourquoi, peut-être que vous n'avez pas été assez rapide ou si vous n'avez pas trouvé de carte d'identité, vous êtes automatiquement donneur. Je ne trouve pas cela correct. en fait mes organes appartiennent automatiquement à MOI et cela même après ma mort",1,1,0
37,500,"@USER Euh, oui: ""Heimat est le pays où je suis né. "" Si elle est vraiment allée dans une université polytechnique, elle sera née en RDA, n'est-ce pas ?",0,0,0
38,2776,@USER il y aura suffisamment d'activateur,0,0,0
39,936,"@USER Votre commentaire s'inscrit parfaitement dans la catégorie ""Si vous n'avez aucune idée...""!",1,0,0
40,703,"Parce que ce n'est pas forcément aussi simple. Essayez de travailler en équipe s'ils ne peuvent pas se permettre une voiture, ou s'ils ont besoin d'Internet pour travailler. rendre le pays plus attrayant et ""habitable"" u coûterait plus d'argent et de temps, donc le ""recompresser"" dans la grande ville est le premier soulagement de la meilleure façon. Et comme ils disent les requins immobiliers sont le problème. On pourrait vivre à bon marché dans la ville souvent comme à Kiel il y a même beaucoup d'appartements libres.",1,1,1
41,366,Plus encore.,0,0,0
42,2185,@USER n'a plus besoin de te vendre pour être stupide.,1,1,0
43,579,"Ingrid Hitz te laisse mal à l'aise, je suis allemand, et le néo-eugénisme c'est nul, pourquoi, je n'ai pas besoin de t'expliquer.",0,0,1
44,1948,"@USER Si vous confondez une secte avec des pensées de bien commun, c'est peut-être que j'ai l'habitude de ne pas prendre au sérieux les gens qui sont purement matériels. Ce n'est rien de nouveau. C'est pourquoi nous avons le monde que nous avons aujourd'hui. Ces gens se dressent tous sur le chemin d'un monde meilleur, mais ils passent par des corps.",0,0,0
45,364,Mieux vaut vivre dans le village que de parler comme ça.,1,0,0
46,2642,Le Président. - L'ordre du jour appelle en discussion commune les propositions de résolution suivantes:,0,0,0
47,2540,"Nous ne sommes pas d'accord! FfF est pour moi halligalli. Il n'y a pas non plus de types de partis réprimés, mais ils ont été élus, et la dernière élection a jeté 8% de verts dans le Bundestag. Nous allons laisser l'église dans le village. Groko fera un diable et fera éclater ce fond d'opinion.",0,0,1
48,1968,"@MEDIUM j'ai appris à connaître une vie où l'égoïsme prime. Les gens se servent d'une mesure, prennent plus qu'ils n'en ont besoin et ne donnent pas vraiment leur force. C'est précisément dans ce domaine sensible que je ne trouve pas de boussole morale. Si quelqu'un veut donner ses organes, je pense que c'est très honorable. Néanmoins, quand je pense qu'un homme qui s'occupe de lui pendant toute sa vie de s'enrichir et de sa même vie, veut sans scrupules se passer de tout, et fait aussi les mêmes chances que les autres de continuer sa vie comme un homme qui est toujours là pour les autres. Comme je l'ai dit, je n'ai pas confiance en le rôtiment et je pense peut-être aussi aux opérations inutiles qui peuvent se produire si des organes suffisants sont disponibles. Ce qui n'est pas compatible pour moi, c'est que le fait que près de 200 personnes malades mortes, malgré l'arrêt de la Cour, attend de ses moyens réparateurs.",0,1,1
49,321,"Si je lis ici quelques commentaires, je dois dire ce qui semble manquer au pays, ce n'est pas la pensée nationale, c'est l'éducation.",1,0,0
50,750,"Cher @USER, que diriez-vous d'un contre-argument ? Je peux d'ailleurs prouver ma petite exécution sur la base de preuves scientifiques si vous le souhaitez !?",0,1,1
51,3008,"Ce que vous avez à l'égard des idées autoritaires, antidémocratiques et anticonstitutionnelles de liberté de la presse m'effraie, mais en tant que démocrate, je ne m'intéresse pas beaucoup. Si vous avez un problème avec l'art. 5 GG, je vous recommande la putinocratie.",0,0,0
52,1623,"Bien sûr, merci. Je n'ai pas commencé par cela... Suivez votre émission chaque fois que je peux le faire dans le temps. Placez-vous toujours fermement sur la façon de coiffer les opinions par votre collaboratrice Quand la section sonne: Que disent nos spectateurs. Mais la majorité des commentaires disent quelque chose d'autre.Je ne veux pas dire des commentaires hâtifs qui n'écoutent pas là-bas, je les condamne fermement.Mais votre éditrice cherche toujours des commentaires positifs au moins dans la majorité des cas, quand la majorité des spectateurs est tout à fait différente. Dommage en fait.",1,0,1
53,3043,@USER oui l'@USER est toujours présent partout.,0,0,0
54,2519,Je suis né ici !,0,1,1
55,37,Ces annonces sont toujours faites avant les élections et rien n'est tenu. Quand le citoyen comprendra-t-il cela?,1,0,1
56,45,"Avec ma pension de divorcé 2x, je dois payer les impôts et la caisse d'assurance maladie. Il y avait des fonds privés et il n'y avait pas d'intérêts. Vous devriez avoir honte et faire frire en enfer,,,,,,, , ,",1,0,1
57,977,"@MÉDIUM les gens écoutent ou lisent toujours seulement ce qu'ils veulent. Il est de plus en plus facile, dans l'anonymat présumé, de s'adresser verbalement aux autres plutôt que d'écouter plus attentivement. La plupart des commentateurs de la contribution n'ont apparemment pas vu l'émission.",0,1,1
58,562,M. @MODERATOR n'a pas compris la raison du shitstorm que @MEDIUM a récolté. De nombreux commentateurs font d'ailleurs exactement ce que je critique au début: ils me dénigrent l'Allemagne parce que mon père est Turke et c'est précisément ce que j'estime être le titre mal choisi. Lire ici: https://www.facebook.com/@MEDIUM/ posts/1973722566059879?comment_id=1974343242664478,0,1,1
59,1359,Les enfants ont-ils le droit d'en parler ?,1,0,0
60,1898,"Les immunosuppresseurs @USER sont très cancérigènes, il faut prendre jusqu'à 18 médicaments différents. En outre, il n'y a aucune garantie que le récepteur rejettera l'organe malgré les médicaments !",0,0,1
61,2492,"Jusqu'à présent, personne n'a complètement couru @USER",0,0,0
62,1067,Pourquoi ne travaillez-vous pas à Castrop Rauxel ou Dortmund et Gelsenkirchen ?,0,0,0
63,1601,"Que la Greta soit maltraitée est claire! Avec l'arrogance de marcheur, je parlais de cette Luisa.",1,0,1
64,3215,"Je n'ai pas trouvé de femme de Leyen sur mon bulletin de vote et on ne l'a pas vue lors de la campagne électorale. De Leyen devrait d'abord se ranger en tant que ministre de la Défense dans son pays avant qu'elle ne soit promue au poste le plus élevé de l'UE, contre la volonté des électeurs. Ici, nous sommes trahis en tant qu'électeurs et nous n'avons plus rien à faire avec la démocratie, alors nous pouvons laisser les élections européennes tout de suite. Dommage pour le temps et l'argent que cela a coûté.",0,1,1
65,347,Le troll est déjà là.,1,0,0
66,444,"En dehors de cela, je n'ai pas besoin d'un boris pour retourner dans ce pays. Ne t'inquiète pas . Laissez les assi tourbillonner ici pour vous et pour toujours :) mon cher boris",1,0,0
67,56,"Donc, une pension égale pour tous? Que diriez-vous d'un BGE de 1 200 euros et si vous voulez en avoir plus, vous devez aller travailler et mettre de côté une partie de l'argent qu'il a gagné par le travail.",0,1,0
68,216,"""Selon les factures 30-55 milliards d'euros pour 1 million de réfugiés, et nous avons maintenant près de 2 millions dans le pays!"" Ai-je déjà demandé à quel point ce peuple est déjà devenu stupide? Les coûts nets sont beaucoup plus faibles. Comme vous le savez, l'argent ne disparaît pas, mais il retourne dans notre économie.Si vous voulez récupérer l'argent, alors l'économie doit être taxée en conséquence. Voir par exemple l'évolution de l'impôt sur les sociétés au cours des trois dernières décennies. Comme vous le savez, la demande de produits augmente par les réfugiés. Il faut produire davantage, de nouveau, ce qui signifie une augmentation de l'emploi et du chiffre d'affaires. ""Au cours des dernières années, les loyers ont augmenté plus que les années précédentes en raison de la concurrence accrue des réfugiés, "" Ai-je demandé à quel point ce peuple est devenu stupide? Oh oui, j'ai déjà. Le nombre de logements abordables s'est réduit de moitié au cours des quinze dernières années.",1,1,1
69,3236,"Pourquoi diable avons-nous besoin d'en prendre tout le temps, l'Allemagne a accueilli la plupart des États membres, qui ont vraiment besoin d'aide parce qu'ils ne peuvent pas se le permettre.",0,1,1
70,2043,Doll tout Doll.,0,0,0
71,599,Je n'ai pas besoin de demander.Je vois ça !,0,0,1
72,2742,"Eh bien, cette agitation dans les ténèbres de la théorie de l'extrémisme et les personnages autoritaires associés ont décrit Lipset, Adorno et Fromm de façon impressionnante il y a plusieurs décennies.",0,0,1
73,32,"@USER Nous ne payons qu'avec notre confiance. Ce n'est rien de plus. En 1973, le stand d'or a été terminé. Une contre-valeur directe n'a pas d'argent.",0,0,1
74,3068,Il a dû rater!!,0,0,0
75,2908,Continuez à vous débrouiller tranquillement avec votre apparition antidémocratique et anti-droit humain ici. Il est permis à tout le monde de lire les sympathisants qui attirent l'AfD nationaliste.,0,0,0
76,1797,"@USER quand la loi est promulguée pour s'ouvrir les veines, vous y êtes aussi. Aide. De Leut crient "" liberté d'expression "" - mais si vous vivez cette liberté, les juristes viennent et s'y tapent ??Vous êtes certainement professeur d'école primaire... dat dät do just basse. (écrivez comme si vous entendiez)...",1,0,0
77,1213,@USER sérieusement ? Est-ce qu'on donne moins de salaire aux femmes pour le même travail ?,0,0,0
78,1154,"Il n'y aura jamais autant de coiffeurs masculins parce que c'est une profession que les femmes sont plus nombreuses. De même, il n'y aura jamais autant de travailleurs de la construction que les ouvriers masculins. Si c'était aussi simple que les métiers, et si les hommes étaient bien plus clairs, on ne pourrait faire que tant de choses et corriger le taux d'un manque présumé de virgule dès que le quota disparaîtrait, la distribution naturelle se réintégrerait.",0,1,1
79,748,"Je ne voulais pas non plus critiquer leur émission, que je suis tous les lundis avec intérêt, mais plutôt le contenu, les déclarations faites.",0,1,0
80,1486,@USER aussi autre chose à dire que d'insulter.,0,0,0
81,2706,"@MÉDIUM il y a quelque chose de positif à dire à propos de Mme Schulze et vous le demandez déjà. Les autres commentaires, qui sont vraiment marginaux, ne sont pas modérés. Ennuyeux.",0,0,0
82,959,@USER me viennent les larmes,1,0,0
83,1907,"@USER Si c'était si dur de donner, je n'oublierais pas de me contredire. Désolé que ça finisse bientôt avec votre confort et qu'on ne vous porte plus le cul après.",1,0,0
84,663,"Aujourd'hui, l'Allemagne est normale",0,0,1
85,589,Signez la deuxième moitié du paragraphe à 100 pour cent ! Je ne trouve pas la première phrase si gentille:-),0,1,0
86,2960,"Qui se plaigne ici, regarde les quatre outrages.",0,0,0
87,2451,"Je le fais concrètement. - Par exemple Hambourg Le 27.03.2019 à Hambourg, à l'hôpital du Saint-Esprit était le maire du SPD Tschenscher, successeur du maire du SPD Olaf Scholz. Il a dit: ""C'est arrivé pendant les 20 dernières années."" Bonjour? - Les 20 dernières années à Hambourg, le SPD régnait presque sans exception. Ces 20 dernières années, le SPD a régné dans l'alliance presque sans exception. À Hambourg, le SPD n'a pas seulement mené une coalition. Le SPD a régné temporairement à la majorité absolue. - Le mot ""roi Olaf."" Et qui invite la télévision financée par les pouvoirs publics, en tant que représentant des cadres politiques responsables? Qui peut se présenter à nouveau?! - Maintenant, en tant qu'interprète dans le rôle: nous avons compris et faisons ce. - Le citoyen a droit à cela ... Il y a quelque chose de diamétralement passé les 20 dernières années à Hambourg, et dans l'alliance le SPD a choisi en termes de responsabilité ici? Qui peut se présenter à nouveau?",1,1,1
88,917,"@MEDIUM , mais oui, le sourire arrogant de Mme Barley n'était pas une apparence, mais il a montré qu'elle menait une campagne de vengeance privée contre les courtiers.",1,0,1
89,1897,@USER mes mots .....Bravo !,0,1,0
90,2671,@USER .haha vous pouvez attendre longtemps. @USER,0,0,0
91,2841,"L'AfD, avec ses insultes, ses mensonges et sa haine des étrangers, a au moins contribué à menacer la culture du débat. Et à quelle vitesse les paroles, les actes ont été suivis de cet attentat. Bien sûr, l'AfD et ses partisans portent une part de responsabilité.",0,0,1
92,2288,(:) Je choisis le bleu (AfD) et je considère M. Meuthen comme le meilleur homme de Bruxelles. (: C'est seulement de l'intérieur que l'on peut changer les erreurs de Bruxelles. (: Il est donc important que les patriotes de Bruxelles se rassemblent et se renforcent.),0,1,0
93,737,@USER isch aabe kei Auddo,0,0,1
94,2308,Ils ne veulent pas comprendre que tu ne sois représenté par aucune des parties et que tu fasses toujours des promesses stupides... tu ne vas plus voter ou AfD! Toute cette discussion ne fait que distraire...,0,1,1
95,1712,"Cette réglementation est la dernière folie. 1. Les pensées sont libres. Depuis quand puis-je me forcer à réfléchir sur, pour la politique, des sujets importants? 2. Pour tout le reste, un accord doit être écrit et non un refus (par exemple, dans le cas des contrats sur Internet) et le principe peut-il être inversé? 3. Il y a la loi contre la corruption des corps. Mais cela ne s'applique plus à la fois aux médecins? D'un mort, sans son consentement clair, les organes doivent être prélevés. Fini! Certains ici ne semblent pas encore être conscients de cela. Tout comme le fait que cette loi dégénère une fois les citoyens. Le défunt a perdu tous les droits de son corps mort une fois de plus. Des personnes qui ne sont plus physiquement capables de prendre de telles décisions sont simplement mises devant le fait accompli. ""Tu n'as pas parlé par écrit, c'est donc tout simplement.",0,1,1
96,2259,"@MÉDIUM qui s'arrête alors de nouveau comme une procédure judiciaire, où l'AfD est complètement démolie.",0,0,0
97,1072,"Je ne veux pas d'une loi qui fixe un quota de femmes dans les postes de direction, mais en tant que femme, on ne devrait chercher à occuper un poste de chef de file que si les compétences de base y afférentes sont disponibles. Par exemple, notre ministre de la Défense est un défaut classique. Désolé de le dire, mais elle serait meilleure en tant que ministre de la famille. Cependant, il serait souhaitable que l'homme et la femme soient égaux dans la vie professionnelle si les deux peuvent présenter les mêmes conditions ou qualifications.",0,1,0
98,2790,Pas de plate-forme pour les racistes qui ne sont pas seulement de gauche-verts scintillants à Buntland,1,0,0
99,2505,"C'est également lié à la grande publicité faite dans les médias et, pour les Verts aussi, de nombreux arbres doivent mourir, ce qui est bien sûr différent pour les Verts.",0,0,0
100,888,Pourquoi n'a-t-on pas demandé à la flic pourquoi elle ne conduisait pas l'uniforme gratuitement ?,0,0,0
101,2818,@USER toujours cette double morale,0,0,0
102,2641,@USER na alors aller sur le pigeon pour visiter vos pays,0,0,0
103,907,Pouvez-vous expliquer cela plus en détail à l'adresse @USER ? Combien de temps avez-vous travaillé comme agent immobilier pour évaluer cela ?,0,0,0
104,927,"Les lois du SPD, qui traitent des principes de l'économie de marché, ont tous bien fonctionné. (Marché) L'économie est, pour ainsi dire, la compétence fondamentale des Sozen. ;-)",0,0,1
105,1711,@USER commentaire idiot. Pensé sur le livret de Superman?,1,0,0
106,1651,"Interdire le sport .. Dr Matthias Heil (Institut Max Planck pour la recherche cardio-pneumonale): La teneur en CO2 de l'air ambiant est relativement constante à 4%, soit 40 millilitres de CO2 par litre d'air. Cela correspond à environ 80 milligrammes à 0 degrés Celsius. Tandis qu'au repos, environ 4 litres d'air par minute traversent les poumons, cela augmente à plus de 50 litres par minute en cas d'exposition physique. Ces deux extrêmes représentent 2.100 mètres cubes d'air ou 168 kilogrammes de CO2 en repos contre 25.500 mètres cubes d'air ou 2.040 kilogrammes de CO2 en cas d'exposition permanente.""",0,1,1
107,2609,@USER trouve-t-il bon? tout est clair - aucun commentaire - inutile!,0,0,0
108,2640,@USER naklar vous n'allez pas dans votre pays d'origine,0,0,0
109,1138,"Ouais, qui sait ce qui est bien et ce qui ne va pas, cette jeune fille avec le double nom ?",1,0,0
110,1305,Il reste au Bla bla bla,1,0,0
111,799,"Encore une fois, il ne s'agit que de taux d'audience, d'un côté ils diabolisent les médias sociaux, mais pour gagner de l'argent, ils sont assez bons. (...)",0,0,1
112,2412,"@USER n'a jamais été prescrit ? Avec de belles paroles, nous avons déjà plus à faire qu'il n'est sain",0,0,0
113,415,Je pense que c'est tout à fait normal tant que je n'ai pas besoin d'un autre échantillon d'urine.,0,0,0
114,1793,"@USER il ya 3 peinture, où est le problème? où est votre contribution illuminante???",1,0,0
115,2099,"@MÉDIUM Toujours les mêmes ""Talkgästen"" ! Recevez-vous des subventions supplémentaires pour cela ?",1,0,1
116,3179,Vérifier @USER sous RAF,0,0,0
117,26,""" 675 milliards ! "" C'est ton erreur de pensée. Sur quel nom l'État allemand peut-il s'en servir ?",0,0,1
118,73,"@USER si ces anciens indépendants ont payé, alors ils ont aussi le droit de le faire. Je connais l'un d'entre eux qui, au début de son activité indépendante, n'a pas versé plus tard. Maintenant, il a droit à une pension minimale.",0,1,0
119,702,"C'est simple. Les zones urbaines sont principalement bâties avec des logements sociaux. Mosquées, centres commerciaux ou un tel Humbug n'aide personne. Les propriétaires de bâtiments vides ou de terrains non bâtis dans les agglomérations sont tenus par la loi de construire des logements sociaux là-bas ou ils doivent payer des sommes. De la pénalité l'État construit ensuite des logements sociaux. L'argent est disponible dans l'abondance. Il n'est transporté qu'avec les deux mains vers la fenêtre pour les conseillers ou les ministères superflus comme le ministère de l'Intérieur.",0,1,1
120,1865,"@USER vous comparez les pommes aux poires, mais peu importe!",0,0,0
121,1167,On est chez les Goldberg.,1,0,0
122,1837,"Une obligation de refuser un don d'organes ouvre la porte à la mafia donneur d'organes. Un médecin parle avec les ambulanciers et dit: ""S'il a une carte de donneur d'organes et ne veut pas faire de don, fais disparaître la carte d'identité."" Schwupp est celui qui ne voulait pas faire de don d'organes. Et M. Spahn voulait forcer les gens à réfléchir sur le don d'organes. Depuis quand la politique peut m'imposer des pensées. Je pense encore à ce que je veux penser. Les pensées sont ""encore"" libres.",0,1,1
123,503,"@USER Alors je te demande de lire à nouveau tous les commentaires, y compris mon commentaire d'entrée. Le titre de l'émission me demande si quelqu'un comme moi peut considérer l'Allemagne comme son pays d'origine (DARF). Déjà dans le troisième commentaire, ce droit fondamental m'est refusé en étant qualifié d'étranger. Je n'ai jamais accepté et je n'accepterai jamais. Pourquoi? Parce que j'aime mon HEIMAT. Mes actes et qui je suis ne jouent aucun rôle ici, seule l'origine de mon père est importante. Aucune erreur de pensée de ma part.",0,1,1
124,1820,"@USER on est forcé!!!!!! Ils m'éviteront si je n'y contredis pas, insolence. Si j'étais d'accord avec ça, j'aurais une carte de donneur...",1,0,0
125,1156,"C'est quoi, ce jour ?",0,0,0
126,3095,l'ignorance des autres!!,1,0,0
127,3027,"On peut toujours le voir, l'AfD est toujours responsable de tout et peut-être aussi des mauvais résultats électoraux pour les partis populaires ? L'AfD n'existe que parce que les partis populaires ont fait preuve de mauvaise politique. Pourquoi sont-ils vraiment des gens qui étaient dans la CDU, maintenant dans l'AfD et M. Gauland????",1,0,1
128,1152,"QUATSCH, J'étais un gars de BUB HABE AVER AUSSI AVEC PUPEN, ENCOURAGER, J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,J'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais , j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais ,mais j'aimais .",1,1,0
129,376,noir vert en Bavière si l'Eiwanger échoue..,0,0,1
130,1570,"Pourquoi tout le monde fait une telle horreur de l'inquiétation, ce qui stimule tout de suite à basculer. on ne peut pas donner quelques exemples aimables pour ne pas avoir l'impression que nous devons tous mourir demain. qui s'occupe alors des nouveaux arrivants ici ? hmm - pour moi le HR est un émetteur beaucoup plus positif que le WDR, où chaque soir est également féeeeeeeent dans le programme de la veille.",1,0,0
131,146,"L'un des problèmes, c'est que les enfants, le système de sécurité sociale peu ou pas existant, sont les premiers.",0,1,0
132,2107,Mauvaise attitude !,0,0,0
133,2792,@USER oh,0,0,0
134,2333,Mais tu as la moindre idée !!!!,1,0,0
135,770,"Nous avons tout simplement besoin de plus de logements privés ou de petites sociétés de logement, de sorte que l'on casse sans aucun problème le monopole des grandes sociétés et, d'ailleurs, M. Schick: à Munich, l'adversaire politique règne, et il est tout aussi incapable de remédier au manque de logement, et cet adversaire politique représente le gouvernement du pays et pourrait exercer une fonction de direction à cet égard, mais ce parti ne le fait pas non plus.",0,1,1
136,2026,"Blackrock, Cerbère...",0,0,0
137,2737,Et la terreur quotidienne de nos nouveaux citoyens reconnaissants ?,1,0,0
138,149,"En ce qui concerne les causes des évasions, je ne prends pas l'AfD au sérieux tant qu'ils ne manifestent pas contre les causes des évasions.",0,0,0
139,565,Le monde n'a pas besoin de néo-eugénistes.,1,0,1
140,467,@USER ick chiperechen daitsch nix gut nix schilecht . Donc si medium yani,1,0,0
141,2966,"Je suis d'accord avec vous, car aujourd'hui, on se met très vite dans le coin droit et on porte atteinte à sa réputation, seulement parce qu'on a des opinions différentes... mais les deux parties sont dangereuses !",0,1,0
142,2063,@USER je ne suis pas d'accord.,0,0,0
143,2265,Il est au lit avec la grippe.,0,0,1
144,1963,"Cher @MÉDIUM, j'aurais pensé à mon choix de mots, si vous m'aviez paru et si vous m'aviez averti Dirk pour son commentaire, pour moi. En tout cas, il n'y a que la tolérance gratuite, il faut se mériter du respect. Cela n'a pas votre mission jésuite, ni aucun ministre et Dirk en vogue.",1,1,0
145,1792,"@USER Peut-être que vous êtes une coïncidence, je suis un enfant désirable, il n'y en a pas encore et le sperme n'était pas - mais une spermie et on ne blasphème pas sur la foi. Si j'étais musulman, vous seriez certainement en train de vous exprimer autrement.",1,0,0
146,395,"@MÉDIUM, alors il serait devenu vraiment drôle de mettre Mme Schulze des Verts à ce sujet, et non Mme KGE. Schulze est en effet drôle, surtout quand il s'agit de questions critiques ou où il faut prendre position. Ainsi, au moins, les spectateurs auraient quelque chose à rire et les électeurs auraient un aperçu des Verts.",1,1,0
147,1715,"@USER Regardez des films comme Coma. Le film date des années 70 et a déjà eu des approches intéressantes qui se sont réalisées par la suite. Mais à l'époque, on appelait cela la science-fiction. Aujourd'hui, il existe déjà et il arrive déjà.",0,1,1
148,1608,"Peut-être ont-ils discuté de ça en interne, mais après l'extérieur, ils n'en ont pas parlé.",0,0,1
149,715,"On ne peut guérir le marché de la vente que si l'on encourage la création de propriété que l'Allemagne a un taux de propriété raisonnable.Maintenant 35 % Italie,Irlande,Roumanie 93% ...Celui qui s'installe dans une propriété libère un appartement loué...Doll",0,1,1
150,2150,"Et, @USER, il semble qu'ils manquent tellement d'arguments qu'ils ne font qu'insulter. Je suis désolé, je ne vais pas me laisser entraîner et me pencher si profondément pour atteindre leur niveau.",1,0,0
151,2739,Il n'y avait pas assez de temps pour parler à Lleider.,0,0,0
152,1848,une décision rapide doit toujours intervenir...,0,1,0
153,2615,"Maintenant, nous pouvons payer 300 millions pour un péage qui est un lanceur de tuyaux",0,0,1
