,Unnamed: 0,id,prediction0,prediction1
31,31,"Vielleicht so ehrlich, dass die EU der zweitgrößte Urwaldzerstörer ist, dass wir Schweinshaxen nach China liefern und Deutschland nicht mal in der Lage ist, MUNDSCHUTZ herzustellen. Mit den Grünen wird es nie mehr ein Made in Germany geben, weil wir alle Firmen ins Ausland verlagern, um den CO2-Ausstoß und die Umweltauflagen zu erfüllen. Gute Nacht Deutschland!",0.2748027145862579,0.7251973152160645
35,35,Naja was soll man jetzt sagen!🥴🤷‍♂️  Da wird das Virus aber schön doof gucken Donnerstag 🙄😂😂😂,0.2120692580938339,0.7879306674003601
36,36,"Es muss endlich Schluss sein mit der ungezügelten Einwanderung. Auf der einen Seite beklagt man hier die Wohnungsnot und auf der anderen Seite schreit man ""Wir haben Platz"". Das ist doch nicht mehr normal, was hier abgeht. Straffällige Asylbewerber werden nicht abgeschoben, Migranten, die antisemitische Demos in Deutschland veranstalten, werden nicht bestraft. Es wird seitens der Politik nur immer einen kurzen Aufschrei geben aber gehandelt wird NIE. Wo sollen denn die ganzen Wohnungen herkommen, die ganzen Arbeitsplätze? Da hört man keine Lösung, sondern sitzt es einfach aus. 2015 wollte Merkel keine unschönen Bildchen an den Grenzen und ICH will keine unschönen Bildchen in diesem Land. Wir sollen immer länger arbeiten, damit D auch weiterhin das freundliche Gesichtchen innerhalb der Welt zeigen darf. SO NICHT! Unsere Innere Sicherheit geht mehr und mehr kaputt, die Richter gewähren großzügige Bonusurteile usw. usw. Kein Wunder, dass sich gewisse Herrschaften immer mehr rausnehmen, die können ja hier eh machen, was sie wollen. EU sollte eine klare Ansage machen: ""Wir haben keinen Platz mehr, unsere Aufnahmekapazit äten sind aufgebraucht. Kommt nicht. ES REICHT!",0.188731774687767,0.8112682700157166
37,37,"Die Vorwürfe sollten sich eher die Politiker, Lobbys und Medien machen die diese absolut desolate Flüchtlingspoli tk der letzten Jahre für etwas ganz besonderes verkaufen wollen! 🤬🤬",0.0962134823203086,0.9037864804267884
39,39,Auf keinem Fall mehr CDU schon garnicht Spahn der belügt und betrügt uns alle. Kauft sich eine Villa in Millionen Euro bestimmt nicht auf normalem Weg und uns schmeißt er alle in den Ruin aber Hauptsache er hat sich vorgedrängt beim Impfen so unfähr und korrupt,0.1150606200098991,0.884939432144165
40,40,"Mein Vertrauen ging dadurch verloren, dass die Politik zwar die Gesundheit über die Freiheit stellt, aber offensichtlich nicht über den Kommerz, wie man an anhaltenden Einsparungsmaßn ahmen im Gesundheitsbere ich (Klinik- und Bettenabbau, Ausstattung der Gesundheitsämte r, Löhne von Pflegepersonal, etc.), Bildungsbereich (Ausstattung von Schulen mit Luftfiltern), etc., sowie an diversen Bereicherungssk andalen einzelner Politiker erkennen kann...",0.9101796746253968,0.0898203700780868
44,44,"Kanzlerkandidat ur ist doch völlig egal. Das interessiert auch kaum jemanden. Wenn das unser Top Thema in Deutschland ist, läuft ja schon wieder was gewaltig schief!",0.2946702539920807,0.7053297758102417
47,47,"Jemand, der keine Geldsorgen hat, kann gut reden. Wer bezahlt denn das alles? Die Steuerzahler❗Doch fasst einmal einem nackten Mann in die Tasche‼️ Alles steigt ins Unermessliche. Deutschland hat die höchsten Steuern, das höchste Renteneintritts alter, von zunehmender Altersarmut ganz zu schweigen. Seit 16 Jahren haben wir dieselbe Kanzlerin, doch was ist passiert? Bildungsmisere, Pflegenotstand. .. und und... Mit den Grünen wird es noch schlimmer...",0.2170020788908004,0.7829979658126831
49,49,"Um Toleranz gegenüber der LGBTQ-Community ist eine neue Debatte entfacht. Hintergrund ist ein umstrittenes Gesetz, an dem Ungarns Ministerpräside nt Orban festhält und das ein Verbot von LGBTQ-Inhalten festlegt. Wie es um die LGBTQ-Community in Deutschland steht können Sie über den Link im Artikel nachlesen: https:// kurz.zdf.de/QJX/",0.9167764186859132,0.0832235664129257
52,52,Millionen Deutsche warten noch auf ihre Corona-Impfung. Doch die Zahl der wöchentlichen Erstimpfungen geht seit Anfang Mai zurück. Woran liegt das und wie sind die Aussichten? Hier ein Überblick: https://kurz.zdf.de/DxxV/,0.9185222387313844,0.0814777761697769
56,56,Sa Ja,0.8629615902900696,0.1370384097099304
58,58,"Diese Grüne hört sich gerne sprechen, aber was dabei heraus kommt.... Da staunt der Laie und der Fachmann wundert sich,  ,,so hatte ich das Gefühl während dieser Verbalen und Gestik tirade .",0.1076818108558654,0.8923181295394897
63,63,"Der PCR Test war wichtig um Infekzionskette n zu durchbrechen. Wie sollte sonst festgestellt werden, ob man den Virus in sich trägt und so weiter gegeben wird. Nach der Studie, kann man nun daran arbeiten in wie weit ein positiver Test gerechtfertigt Menschen zb in Quarantäne zu schicken. Ebenso die direkten Kontakte. Statt sich hier zu zerfleischen sollte man eher schauen einen Weg zu finden der Schutz und Maßnahmen in Einklang bringt.Am Anfang mussten nunmal Wege gefunden werden um die Verbreitung zu unterbinden oder zu verlangsamen. Dazu war der Test wichtig und richtig. Neue Erkenntnisse können nun genutzt werden um differenzierter hinzuschauen. Hier geht es nicht drum, daß der PCR Test nichts taugt sondern nur das er nicht in der Lage ist alleine für sich zu stehen sondern man auch andere Parameter benötigt um eine Virenlast und eine Ansteckung bei positiv Getesteten zu ermitteln. Finde es schlimm wie hier versucht wird gegeneinander auszuspielen. In den man andere als Schrubbler oder Jünger bezeichnet. Den egal auf welcher Seite man steht ausbaden tun wir es alle. Und zur Info ich benutze den Account von Klaus bin aber Weiblich 🤣🤣🤣 Daher das seichte 😁",0.8719158172607422,0.128084197640419
68,68,da wäre mir ja Frau Bubrowski als Kanzerin lieber...,0.1820683479309082,0.8179316520690918
73,73,"Unterirdische Kommentare hier. Die wenigsten haben überhaupt begriffen, wofür ""fridays for future"" steht. Die demonstrieren für die EINHALTUNG der beschlossenen(! ) Pariser Klimaziele! Kennt hier keiner das Urteil des BVerfG vom 24.3. zum Klima und damit verbunden, zur Generationenger echtigkeit? Habt ihr nicht mitbekommen, dass die Groko die Maßnahmen zur Einhaltung des 1,5° Ziels daher schon kräftig nachbessern musste? Und die wichtigste Frage: habt ihr keine Kinder? Warum wird hier eine 25-jährige, die für das RICHTIGE kämpft, so derbe beschimpft? Wacht mal auf aus eurem ""alles soll so bleiben wie es ist"" Traum.",0.202025756239891,0.797974169254303
74,74,Befürchte das wenn die Priosinierung im Mai fällt die Hausärzte erstmal alle ihre PRIVATPATIENTEN zu erst impfen zumindest heimlich zu besonderen Teminen wenn dies nicht schon jetzt bereits erfolgt,0.2159443497657776,0.7840556502342224
78,78,Wer sich bewusst nicht impfen lässt darf im Anschluß selbst für alles verursachten Kosten aufkommen.,0.861099362373352,0.1389005780220031
79,79,"Nicht erst seit 2015 kommt nichts Gescheites mehr von der CDU. Ihr Handeln hat die Schere zwischen Arm und Reich weiter auseinander gehen lassen. Auch alle anderen Themen sind von Versagen geprägt. -Die BW eine Trümmertruppe. -Die Rentenreform verschlafen. -Die Gesundheitsrefo rm verschlafen. -Die Maut gescheitert. -Die Energiewende nicht geschafft. -Digitalisierun g verpennt. -Schulreform vergessen. -Einwanderungsp olitik eine Katastrophe für Deutschland. -Intergrationsp olitik gescheitert. Und jetzt Corona! Völliges Versagen und zusätzlich noch Schergen im Bundestag, die sich daran bereichern. Schlimmer geht es kaum. Wer dieser Partei und ihren Erfüllungsgehil fen auch nur eine Stimme gibt, muss völlig schmerzfrei sein. Mögen die kommenden Wahlen eine saftige Quittung präsentieren...",0.2794584929943084,0.7205415368080139
80,80,"Nein, wir sind keine Rassisten, aber ""die"" Ausländer, die Türken sollen weg. Alles klar. Echte Knalltüten aus Deutschland waren zu sehen, jahrelange DDR-Diktatur geht nicht spurlos an Menschen vorüber.",0.1970110833644867,0.8029888868331909
81,81,"Kann mir jemand erklären, weshalb es zur Durchsetzung eins Gesetzes Verordnungen braucht?  Meines Wissens nach ist eine Verordnung eine behördliche Anordnung mit Gesetzescharakt er, also weniger, sagen wir, mächtig.  Es wäre großartig, wenn mir dies fundiert erklärt werden könnte.",0.9533417224884032,0.0466583520174026
82,82,"Beim EM-Achtelfinale dürfen 45.000 Zuschauer ins Londoner Wembley-Stadion , ab dem Halbfinale sogar 60.000 – doch ist das angesichts steigender Inzidenzen in Großbritannien die richtige Entscheidung? Was sagen Sie?",0.9187433123588562,0.0812566503882408
85,85,Wenn ihr eure komische Sprache schon benutzt dann heißt das auch datteltäterin oder gibt es nur männliche täter,0.126898393034935,0.8731015920639038
86,86,"Der Lauterbach lebt doch in seiner eigenen Welt.... Für mich ein Schwätzer der ohne diese ,, Pandemie ' immer noch ein belächelter 1b Politiker wäre...",0.0212370809167623,0.9787629246711732
92,92,Man sollte sich fragen ob die Pandemie einen Zentralstaat aus uns gemacht hat ??? Wissen die Landeschefs überhaupt noch was in Ihren Verfassungen steht ? Kennt man den Begriff Föderalismus ? Auch die Oppositionspart eien der Lönder scheinbar nicht sonst würde es wohl Klagen hageln... Armes Deutschland,0.1079116538166999,0.8920882940292358
93,93,"Alles was wir derzeit gesichert wissen, erfahren Sie in diesem Artikel: https:// kurz.zdf.de/ yVmt/",0.9631929397583008,0.0368070416152477
98,98,"Beurteilen Sie selbst: meine Kinder waren in diesem Jahr ziemlich genau zwei Wochen in der Schule. Das wird sich auch nicht wirklich steigern bis zu den Sommerferien. Ist das schon „im Stich“ lassen oder erst die kurze Beschreibung des Homeschoolings? Die ist so unsäglich furchtbar schlecht, dass ich heulen möchte. ",0.2669128179550171,0.7330871820449829
99,99,"Da die CDU und die CSU praktisch zwei Parteien sind, ist es ehrlicherweise auch ein wenig komplizierter, den Kandidaten zu finden. Aber ist eigentlich eh egal, es gibt bei der nächsten Wahl sowieso keine Partei auf die man sich freuen könnte.",0.9356994032859802,0.0643006265163421
106,106,"„Ein Gastwirt der mich angerufen hat“ was für ein Blödsinn er erzählt, als ob man so einfach Herrn Blume anrufen kann, wenn man ein Problem hat! Die Politiker würden noch nicht einmal eine Email beantworten. Dieses Politiker Geschwafel, wir sind so nah am Volk!",0.0597631782293319,0.9402368664741516
114,114,"Finde ich ganz wichtig, was du schreibst! Geht aber natürlich nicht allen Kindern so.",0.8609488606452942,0.1390511095523834
115,115,n.b. Kompliment für seine exzellente Initiative bzgl. Kombination von Tests und umsichtigen Öffnungen bzgl der Pandemie in diesem Frühjahr,0.8938457369804382,0.1061542406678199
119,119,"mir fehlt komplett die ""Solidarität"" und ich lasse mich ungern von Malle Urlaubern im Interview angrinsen - ooooch ist das schön leer hier :-( Freiheit und Verantwortung - immer für eine gute Balance geeignet. Noch schlimmer das GEJAMMER - und wer erstattet uns nun die Kosten der Quarantänezeit .....",0.1260504573583603,0.8739495277404785
123,123,"Was zdfheute als ""Sonnenkollekto r"" bezeichnet, ist ein Panel mit neuen hochwirksamen Solarzellen, die elektrische Energie liefern. „Ein Sonnenkollektor oder auch Solarkollektor (lateinisch sol 'Sonne' und colligere 'sammeln'), auch thermischer Solarkollektor (thermischer Sonnenkollektor ), wandelt Sonnenstrahlung in Wärmeenergie um. Die Wärme kann zur Heizung, Kühlung, zur Wasserdesinfekt ion, -entsalzung usw. verwendet werden.“ (Wikipedia) zdfheute sollte sich um bedeutend mehr naturwissenscha ftliche Kompetenz bemühen. Das würde übrigens auch einer Versachlichung der Klimabeiträge dienlich sein. Bitte nicht alles nachplappern - auch dann nicht, wenn die Quelle Reuters heißt.",0.8680153489112854,0.1319846212863922
124,124,"Wie was bezahlt werden kann? Relativ einfach: umschichten. Beispiele Landwirtschaft: hier könnte die Lösung sein, die Subventionspolitik massiv zu verändern - weg von der Masse und hin zur Qualität. Das Fleisch aus dem Discounter ist deshalb so günstig, weil extrem viel Geld in diesen Sektor fließt. Deutschland wurde verklagt auf 1 Mio Strafe pro Tag wegen Nichteinhaltung der Nitratwerte. Solche zahlen müssen eigentlich auf sämtliche Landwirtschaftsprodukte umgelegt werden und siehe da, nachhaltige Produktion wäre plötzlich günstigter als Massenproduktion.",0.8762230277061462,0.1237770020961761
126,126,Sofort die Regenbogen raus holen. 🤣🤣🤣🤣 die Plastikfähnchen.,0.0489269159734249,0.9510730504989624
127,127,Kann das mal jemand abschalten... Inzwischen ist diese Panikmache für klar denkende echt unerträglich.,0.2187798619270324,0.7812201380729675
129,129,"Bemerkenswert ist, dass man mit dieser Entscheidung bis NACH den Landtagswahlen gewartet hat. Ein Covidiot, wer böses denkt...",0.1513587385416031,0.8486412167549133
131,131,"Und jetzt sollen wir beruhigt sein? Also wenn ich dem Finanzamt ein paar Kröten klaue oder hinterziehe, dann geht aber die Post ab... Und Olearius, offensichtlich ein höchst krimineller der zur Eltite zählt? Straffrei - oder wie?!",0.0923950597643852,0.907604992389679
135,135,"Meine Mutter ging noch lange arbeiten, nicht weil sie musste, sondern wollte. So geht es bestimmt vielen. Ich möchte natürlich nichts kleinreden, viele müssen auch leider.",0.8982130885124207,0.1017868444323539
137,137,😂😂😂😂😂😂😂😂 dann mal los!! Freiwillige vor!,0.1973562091588974,0.8026437759399414
138,138,mindestens CDU CSU und FDP Abgeordnete sollten endlich z.B. das Buch der Wirtschaftsnobe lpreis-Trägerin 2019 E. Duflo und des ebenfalls mit dem Wirtschaftsnobe lpreis ausgezeichneten Kollegen A. Banerjee lesen : Good Economy in hard Times (auch in dt. Übers. erschienen),0.8827800154685974,0.1172199621796608
140,140,"""Ich finde aber, dass wir aufgefordert sind, nicht nur als DFB, sondern insgesamt in der Gesellschaft, einerseits das zu akzeptieren, aber andererseits unsere Möglichkeiten zu nutzen, trotzdem unsere Haltung sichtbar zu machen. Nicht nur über die Kapitänsbinde von Manuel Neuer, sondern auch über Regenbogenfahnen, über Kapitänsbinden, die ja jeder Zuschauer tragen kann oder andere Symbolik"", so Martina Voss-Tecklenburg, Bundestrainerin der deutschen Frauenfußballnationalmanschaft.",0.9597354531288148,0.0402645990252494
143,143,Den muss ich nicht haben.,0.8770933747291565,0.1229065731167793
145,145,Nur gut Das FB so viel Sofa und Sessel Fachleute hat .,0.8731203675270081,0.1268795728683471
146,146,Die Zerstörung des Regenwaldes schreitet trotz der Corona-Pandemie weiter voran. Im vergangenen Jahr ist insgesamt eine Waldfläche in der Größe der Niederlande vernichtet worden. Mehr zu dem Bericht der Online-Plattform Global Forest Watch lesen Sie hier: https://kurz.zdf.de/WSS/,0.9430696964263916,0.056930273771286
147,147,"Gähn..🥱 Gibt es dazu wieder so „hoch spannende und kompetente“ Gäste wie zuletzt unsere Bundesbildungsm inisterin, die ungestraft einen Beweis nach dem anderen für ihre allumfassende Inkompetenz und ihr fast schon kriminelles Desinteresse liefern durfte, ohne dass der sonst deutlich engagiertere Moderator auch nur im entferntesten kritisch nachfragen zu müssen meinte?!🤦🏻‍♂️",0.0336029753088951,0.966396987438202
151,151,"Herr Kretschmann, die AMPEL steht auf GRÜN, freie Fahrt und auf zu neuen Ufern! 🍀",0.1909508109092712,0.8090491890907288
153,153,"Wer die Wahrheit verdreht und Verbrechen aus der dunklen Vergangenheit zwischen 1939 - 1945 verharmlost und Medienvertreter die es aufdecken, öffentlich anfeindet, für solche sollte es keine milden Strafen geben. Urheberrecht hin und Urheberrecht her. Leider beruht dieses Urteil nur auf das Urheberrecht.",0.8662047982215881,0.1337951868772506
155,155,"""der Beitrag der Pestizide zum Insektensterben ist noch völlig ungeklärt."" Echt jetzt? Dafür bedarf es nur des halbwegs gesunden Menschenverstan ds und keiner wissenschaftlic hen Studie. 🤦‍♂️",0.2379976958036422,0.7620023488998413
157,157,"ich gehöre zur nachkriegsgener ation.kann einfach nicht verstehen,wie man so ein grosses theater um die einschränkungen macht.grundrech te sind eine feine sache,aber wenn das virus mich erwischt ,ist es vorbei.wir sind einfach zu verweichlicht.l ieben das angenehme leben,und den täglichen komfort.einfach mal klappe halten und durch.es kommen auch wieder bessere zeiten.keine zeit für jammerlappen",0.2211926132440567,0.7788074016571045
168,168,"Na da haben die sich doch verdient😂😂😂😂😂😂alles geht den Bach runter und die ruhen sich auf ihren Lorbeeren aus und das nicht nur in der Sommerpause. Gut das viele nicht wiederkommen werden, aber traurig das die dann genug Pension erhalten für das was geleistet wurde🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",0.1260355412960052,0.8739644289016724
169,169,"Warum kann man bis zum ""Impfschutz"" das System aus Tübingen nicht bundesweit übernehmen? Finde das dort sehr sinnvoll gelöst.",0.9119989275932312,0.0880010351538658
173,173,"Bei einem Unwetter mit einem Tornado sind im Südosten Tschechiens mehrere Menschen ums Leben gekommen und verletzt worden. Die genaue Zahl der Todesopfer war nach Angaben des Rettungsdienstes zunächst nicht bekannt. Das Krankenhaus in Hodonin meldete rund 200 Verletzte. In mehreren Dörfern seien Dächer abgedeckt, Fensterscheiben zerstört, Bäume umgestürzt und Autos umhergeschleudert worden, berichtete der Fernsehsender CT. Die Situation dort sei wie in einem Krieg, sagte Gesundheitsminister Adam Vojtech im Fernsehen. Mehrere Busse seien bei dem Unwetter in Südmähren nahe der Grenze zu Österreich umgestürzt, berichtete der Fernsehsender CT.",0.939123511314392,0.060876440256834
178,178,"Piorisierung, Piorisierung, Piorisierung... weiß die Frau, wovon sie redet?!? 😄",0.1035016551613807,0.8964983820915222
180,180,"Noch nichts für die Gesellschaft geleistet. Keinen Berufsabschluss und 20 Semester ohne Abschluss studiert und nun im Bundestag abschmarotzen. Und so einer will den Bürgern sagen, wie sie zu leben haben. Wie schäbig. Als 15%Partei sich so zu äußern so überheblich aufzutreten ist peinlich.",0.2332052737474441,0.7667946815490723
181,181,Warum wird sie nicht zur Nato und unserer Anbindung an den Westen gefragt.,0.8985167145729065,0.1014832109212875
183,183,"Hilfe, so langsam gehen den Verschwörunksth eoetikern die Verschwörungsth eorien aus. Hatten sie vielleicht doch recht ???",0.20511095225811,0.7948890328407288
185,185,Verwöhnte Göre mehr ist die nicht 🤮🤮🤮,0.0371918305754661,0.9628081917762756
186,186,"Die EU Mitgliedschaft von Ungarn sollte so lange völlig ruhen, bis das Volk diesen Despoten zum Teufel jagt, also entmachtet!",0.1381676197052002,0.861832320690155
189,189,"Ganztagsbetreuu ng ja, für die Kinder wo die Eltern arbeiten oder einer allgemein nützlichen Tätigkeit nachgehen. Das macht Sinn, aber bitte nicht für Leute die ein Abstellgleis für ihre Kinder brauchen, obwohl sie daheim sind.",0.8809763789176941,0.1190236061811447
190,190,"Ich bin froh, dass keine wirklich kritischen Gäste eingeladen werden ... es könnte ja sonst die Zuschauer verunsichern ... schließlich soll niemand zweifeln ! Danke",0.8685525059700012,0.1314474642276764
191,191,"Ja mag sein, dass der Polizist aus subjektiver Meinung einiger (auch meiner) zu einer höheren oder gar lebenslangen Strafe hätte verurteilt werden können/sollen/ müssen. Aber angesichts der jeweiligen Forderung von Verteidigung und Staatsanwaltsch aft ist das ein zufriedenstelle ndes Urteil.",0.9421036839485168,0.0578962862491607
195,195,"Einen Beitrag, der die Stimmung in dem südamerikanischen Land und die Unzufriedenheit der Menschen zeigt, sehen Sie hier: https://kurz.zdf.de/bY0W/",0.9289721250534058,0.0710279121994972
198,198,Glückwunsch zum 1000 Auftritt im Staatsfernsehen !,0.9381570219993592,0.0618429444730281
201,201,"Genau das ist das Problem,nur Verbote ohne jegliche Perspektive...",0.8629388809204102,0.1370610892772674
203,203,"Typsich HART aber Fair ! Wieder nur negative Schlagzeilen , und immer nur die Kanzlerin kritisieren !",0.0765235126018524,0.9234764575958252
207,207,"🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ Bagatellfehler die an den Pranger kommen 🤷🏼‍♀️🤦🏼‍♀️🤷🏼‍♀️ nur weil die Erfahrung der Altparteien fehlt, welche ihre Leichen  ordentlich im Keller verstecken. Falls dann aber doch so ein bisschen Leiche auftaucht, wird die sofort wieder verdeckt. Das Deutsche Volk ist doch soooooooo gut im Vergessen 😂🤣😂 Wer von euch ohne Fehler, werfe den ersten Stein 😱😉😉😘 Ich sehe auch manches der Grünen-Politik als nicht angepasst an unsere Situation in Deutschland, aber jetzt dieses menschlich ""Runtermachen"", anstatt nach politischen Sachverhalten zu schauen ist von Journalisten vor einer Wahl nicht der richtige Weg. Bitte, bitte ihr öffentlich Rechtliche, ich möchte im Sep. richtig wählen und deshalb will ich für ""meine Gebühren"" auch richtig informiert werden. Keine ""Meinungsmache"" sondern richtig echten, ehrlichen Journalismus. Informationen über Partei-Programme und Partei-Ziele usw..",0.1462380290031433,0.8537619113922119
210,210,Mit Schwarz/Gruen geht's weiter.,0.2672434151172638,0.7327566146850586
212,212,"Innerhalb der Pandemie gezeigt was können, nämlich nichts außer rumgurken. Völlig überfordert und dann noch das Impfchaos! Bei mir sind sie erstmal raus. Und Herr Laschet redet wie das Fähnchen sich dreht, er hat keine eigene Meinung. Und jetzt vor den Wahlen brauchen sie auch nichts mehr schönreden. Die haben Deutschland zum Witzland gemacht!",0.0371458865702152,0.9628540873527528
215,215,Was soll der Mist mit den Testwahn das steigert die Insidenzzahlen man braucht nur testen wenn Sympthome dann erst ist man nämlich krank.,0.1556700766086578,0.8443299531936646
216,216,Das große Pflaumentreffen bei Hart aber fair.,0.8793801665306091,0.1206198781728744
219,219,Nocovid ist totaler Blödsinn 👎,0.2581871151924133,0.7418128252029419
222,222,"diese dominante Frau läßt gar keine anderen Meinungen zu. Soll die Kirche auch ihr Vermögen einbringen und nicht auf Kosten der Steuerzahler dafür aufkommen lassen. Die Kirche schafft Anreize, dass immer mehr Migranten nach Europa kommen.",0.2957957684993744,0.704204261302948
223,223,Der Lasche Laschet und die Ahnungslose.... . Super Auswahl!?,0.0300004351884126,0.969999611377716
224,224,Wußte bestimmt auch zu viel,0.8844344615936279,0.1155655533075332
227,227,Endlich mal ein Mann mit Format und einer blütenreinen Weste!🤣🤣🤣,0.181607648730278,0.8183923363685608
228,228,Der Herr Blume ist wohl Freitags auch beim hüpfen? % rechnen nicht seine Stärke 😂😂😂,0.1868890821933746,0.813110888004303
234,234,Herzlich willkommen zu unserem ZDFheute live! Thema ist heute die Gefahr durch die Delta-Variante des Corona-Virus – mit besonderem Blick auf die bevorstehenden EM-Spiele. In den Blick nehmen wir insbesondere das Achtelfinale mit deutscher Beteiligung im Londoner Wembley-Stadion am kommenden Dienstag.  Zu dem Thema sprechen wir heute mit dem Virologen Dr. Martin Stürmer sowie mit unserer ZDF-Studioleite rin Diana Zimmermann in London. Gerne können Sie hier Ihre Fragen stellen und mitdiskutieren. Wir freuen uns auf eine sachliche und konstruktive Debatte!,0.9546026587486268,0.0453974045813083
235,235,"Mein Gott was ein Gewürge 🙁 Sane spielt sowas von grottenschlecht , ab nach Hause mit dem.",0.0474778153002262,0.9525222182273864
236,236,Angela Merkel sprach während ihrer Regierungserklärung über den Fortschritt in der Pandemiebekämpfung und betonte die europaweit rückgängigen Inzidenz-Werte: https://kurz.zdf.de/sax4/,0.9212156534194946,0.0787843614816665
238,238,Auch für die Impfung gibt es keine haltbare Begründung.,0.8890641927719116,0.1109357997775077
239,239,"Liebe Nutzerinnen und Nutzer, wir freuen uns über Beteiligung an dieser Diskussion. Bitte bleiben Sie dabei immer fair und respektvoll untereinander und auch gegenüber unseren Gästen – danke.",0.9630860686302184,0.0369138978421688
242,242,"Laut Robert Koch-Institut haben derzeit rund 51,2 Prozent der Bevölkerung zumindest eine Impfung erhalten. Montgomery vertrat die Ansicht, dass eine weitgehende Durchimpfung der erwachsenen Bevölkerung notwendig sei: https:// kurz.zdf.de/Dvq/",0.9414459466934204,0.0585540384054183
243,243,Leiterin vom impzentrum die wird nur befürworten ist ja klaro fette coole machen hier wird einfach über uns entschieden,0.090946726500988,0.9090532660484314
245,245,"das zeigt wieder mal deutlich, wie wichtig guter und unabhängiger journalismus ist. danke!! dieses undifferenziert e gelaber der sogenannten ""querdenker"" zu mainstream-medi en macht mich wütend, denn sie sägen an einem der wichtigsten pfeiler der demokratie. ich bin so dankbar, dass wir so gute journalist*inne n haben. sie verdienen den schutz aller demokratisch denkenden menschen hier und überall auf der welt.",0.1178969591856002,0.8821030855178833
