,comment_text,hf
71,لما تعلق كل يوم بعجقات سير خانقة لازم تفرح وتتذكر إنك عايش ببلد منتج وقوي اقتصادياً ومالياً وقوي اجتماعياً ومعيشياً وكل شي فيه قوي، أجلّك ,0
72,ما تفضلت به يا أخي هو منتشر منذ عقود ومنذ قررنا كلبنانيين أن… ,0
73,والله لو في دوله ما تركتك انت ورئيسك ,0
74,يجب محاربة الفساد ,0
75,خلعتك ضربة ع وترك الحساس تا فعت هالفوعة؟؟؟ ههههه الله يشفيك يا حمار يا زبالة,1
76,متل نبيه بري ,0
77,اننا موحدون توحيديين إلى يوم الدين ✌ ✌ ✌  ,0
78,يرحمها ويصبر اهلها,0
79,ولك استحي بقى ما في عا لسانك الا سوريا ,1
80,يا محلا عذاب الغرب من عذاب ايران وما تفعله من عذاب وتنكيل وتجويع وانحطاط اخلاقي لاهل العراق الابي ,0
81,وشو بتحب نقلك يا تافه,1
82,وطن التعايش و الحرية ، وطن الصدق و المحبة هذا كل ما نحن بحاجة إليه لنحصل على هذا الوطن علينا ان نعد شعب واعي… ,0
83,ضيعان الفهم يا دكتور ؟؟,1
84,طيب خلينا بالنص ايران كاميرون,0
85,وليد جنبلاط يتحدث عن الشيطان الاكبر والشيطان الاصغرالظاهر نسي يذكر انو هو ابو الشياطين كلها ,1
86,بيكي أندرسون تسأل جبران باسيل المعظم في علم الاقتصاد حول مشاكل لبنان وهو يجيبها بردية زجل عن الشعب اللبناني العظيم…,0
87,مين جاب سيرة عقدة أغلبية الشعب اللبناني جبران باسيل؟    ,0
88,نصرالله كلام وزير الخارجية جبران باسيل عن ضرورة حل مسألة اخفاء الإمام الصدر كان مهماً,0
89,قطر اختلفت مع كل المحيط العربي لأنو تحالفت مع حليفك الخامنئي ، حليف حليفك يعني حليفك كيف سياستكن يا شياطين ما بعرف ,1
90,يا بلا مخ يا حيوان في الاف بقطر عم يسترزقو مش كرمال يجي راحد متاك صرماية يعمل خلاف روح نقبر ضب زعرانك ع… ,1
91,كلمة جبران باسيل أخجلته وأخجلت كل الأمة العربية,0
92,فعلا زمن الرويبضة ومناسب جدا ,0
93,يا عمي هيدا الزلمي جاهل,1
94,العاهر الكبير عون…,1
95,صباح جميل كجمال قلوبكم ,0
96,وانت وبيك شو حقك فرنك فرنسي يعني ولادولار ,1
97,دبي رزقها الله ب محمد بن راشد عمل على تنميتها وإدارتها كأحسن ما تكون التنمية والإدارة زرتها قبل س… ,0
98,هذه عمامات سوداء طلبت بالابيض ,0
99,صحافة أردوغان بلشت تخوّف أوروبا من موجة لاجئين جديدة شكله الحدود التركية رح تتسكر بوش يلي بده يحاول يطلع من إدلب,0
100,مرحبا يا رجال قلعة الممانعة، بيسلم عليكن ابن رامي مخلوف من دبي وبيقلكن اصمدو وموتو كمان شوي جاي الصيفية وسفرت الكوت دازور مكل…,0
101,ما هوي لو بياكل سرماية بعيد عنا بقول يعدمني يا فكروا اذا بصرخوا صوتهن بيوصل   ,1
102,يحمار انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟ ,1
103,فهمتوا يا حقودين يا جماعة الحركة,1
104,انت صنفتو بخانة الخيانة وهيدا رد على ردك ومش كل الادوية فعالة وان شاء الله الكل بيفتخر بشهادة الحريري,1
105,هذا ردي له نعم انا سعودي    وكلي فخر راسي فوق أنتم ما قهركم وداعس على روس… ,1
106,ال ً مبلشين من الليلة بالحملة ع جبران باسيل ب منا وجر,0
107,هي و صرمايتي سوى ,1
108,ربما يكون عماد عثمان بمثابة صندوق اسود للمشنوق ,0
109,سليم عون لا يستطيعون التصويب على ​الرئيس ميشال عون​ فيصوبون على رئيس التيار ​ جبران باسيل​ او علينا، لسنا مكسر عصا لأح…,0
110,دائما انت على حق ❤ ,0
111,خليك بي الجاهليه لانو ما الك الى الجهل تبعك قطر ام العرب وام لبنان وستبقى قطر والخليج اسيادك يا فار من العداله ,1
112,ياريت شعبك بيسمع واذا سمع يوقف واذا وقف يحدث الفرق شعب لبنان تعبانة ,0
113,ماعندنا بارات للاسف البارات ببلدك وينظمها انتي وامك وبنات بلدك ,1
114,الوزير جبران باسيل كان اول من طرح موضوع عودتهم الى بلدهم ليس انطلاقاً من موقف عنصري، معتبرا ان الجميع لاحقاً التقوا على ا…,0
115,دئما يلحق بك الدمااار ,1
116,كل الميليشيات تكتلت تتواجه جبران باسيل مش غريب ما حدا قدر يلاقي دليل يحارب جبران فيه؟؟ مياومو الإعلام,0
117,احييييي يا قضاء ,0
118,هل انت سياسي بالبلد او لأ ؟؟ ,0
119,وطننا يحتاج الى طبقة حاكمة غير فاسدة ,0
120,لا صديقي مو عيب واحد قاتل وواحد اداة بيد قاتل ,1
121,احضر لي تصريح واحد تقول فيه اسرائيل سأحرق ايران و الايرانيين و لبنان و اللبنانيين او سوريا و السوريين …,0
122,يلعن روح حافظ ابن ستين الف كلب، دمرت البلد وقتلت مليون وهجرت ملايين وتقول قد ، قد لا يكفي اعدامك لمرة واحدة,1
123,الخول جبران باسيل روح طلع حزب اللات والمليشيات الشيعية من بلدنا ليرجعوا النازحين يلي احتليتوا أراضيهم وهجرتون يا مجرمين,1
124,لو سمحت واحد صالونه لحم وعيش شلاني وواحد سف اب ,0
125,و هو بذاته يلي عمل فتنة بالبلد و هو كمان يلي بيستخدموا نظام الأسد مثل الدومينو و هو ك… ,0
126,الرجل ما قال امن اسرائيل حق ، نصيحتي للوزير جبران باسيل يحكي اللغة العربية بأية مق…,0
127,كول هوا مش شغلك,1
128,عايشين على اشحاته هذا طبع اشيعه يعشون مرتزقه ,1
129,اشبو ذا يسجل كول حاجه تراها مباراه مو محاضره هوا,1
130,يا ياسين الزلمه ما عندوه سيوله اخذت منوه بدوه حدا يسكت تمه بشوية مصار… ,0
131,جبران عفلق، حبش الخ على الطريق,0
132,جبران باسيل جمع يلي ما بينجمعوا    ,0
133,نتائج كتاب العدل تجربة رائدة لم تأخذ أي حساب طائفي أو مذهبي وهي تجربة يجب أن تعمم مبروك لوزير العدل وللجنة القضاة هذا الإنجاز ,0
134,فعلاً لا يناسب الا زماننا، في زمان على فيه صوت الرويبضة، لكن عندما تحين الساعة سيعود كل الى حجمه ولو كا… ,0
135,فهمان خدمه الناس غلط   ,0
136,شو بدك من علاء الخوجة؟ ما تعبت وانت تصرخ عليه انسى الموضوع ما رح يعطيك مصاري ,0
137,سوف يتحاسبو جميعالان الحق سلطان ,0
138,سبحان الله تقولي حقيقة,0
139,ستموت بحسرة الخواجه ولن يعطيك شرف التحدث معه وابتزازه ايها الازعر السفيه ضبضب ,1
140,جبران باسيل لل ربما علينا أن نعلم واشنطن ولندن كيف يديرون بلداً من دون ميزانية,0
141,زحيف ,1
142,ليش ما قاهركن الا الوزير جبران باسيل لو بتفكوا شوي عن سماه منا وجر,0
143,شو راي العماد عون بتعليقك ,0
144,لك كانت صفر صفر رحت طالعت الكلاب يشخوا كم دقيقة رجعت,0
145,كم سهرنا من ليال للصباح لا ننم,0
146,لو بتخفف بس كنت اول المعجبين بقطر بس دعمت لجنوب وعمرتو بعد حرب تموز أو اخدت من لغنيمه وس… ,0
147,كلمة جبران باسيل في القمة الاقتصادية تحتاج الى سدادات اذن,0
148,جبران باسيل لا يقل عمالة عن حسن نصرالله,1
149,انا اتمنى سليمان فرنجية لكن شعوري بان جبران باسيل سيكون الرئيس القادم,0
150,في مواقف وزير خارجية لبنان جبران باسيل المؤيدة لبشار الأسد ما هو أبعد من السياسة التفسير في الطائفية الفاقعة التي يصدر ع…,0
151,شيلللللل للفهم    بس ما قلتلنا انت عمين محسوب عل عاهرات او السياسيين ,1
152,خليك مخبأ ب الجاهلية ,0
153,جبران باسيل مهضوم كتير قال بدو يعمر سوريا و هوي ببلدو لبنان مش قادر يعمر مجرور,1
154,عن أي دولة عم تحكي؟؟ عن عهد التبعية والفشل والجرائم والفساد والصفقات يللي عحساب كل المواطنين ، العهد يل… ,0
155,ههههههههههه كول هوا,1
156,انتو يا جماعة اوسكار ما خصكم بعلاقة جبران باسيل فينا,0
157,جبران باسيل يؤكد جرأته مرة اخرى بحديثه في المؤتمر الصحفي مع ابو الغيط عن تأثير الدول الغربية على قرار القُمة السابقة ب…,0
158,وفد     يا زلمة شو هال مسخرة انت؟ ,1
159,صباح الانوار انا بس عّم حاول افهم ,0
160,البيوت الحمرا بل المرجة ، والجامع اشرف وأطهر منك,0
161,هيدا الصحيح سلمت يداكي ,0
162,انا بقول الحق على جبران باسيل   ,0
163,تلات رؤسا متقاسمين الصلاحيّات، أكبرهم سنّا ميشال عون ما بيتدخّل بشي بس بذات الوقت توقيعو أساسي لنفا…,0
164,انو بشرفك الكاميرات ما كانو شغالين ,0
165,لما تقلّك أولاً مش طايقتك شو إلو لزوم تانياً؟ 😎 ,0
166,شيء خطير هذه المقالة الأولى ,0
167,يحتاج شعب جديد، الى ثوار ,0
168,اخرس يا أيها النجس الخنزير الديوث انت وبشار الكيماوي وحزب الشيطان والمجوس إلى مزبلة التاريخ ,1
169,انا وعم بحضر عل اليوم اختصاصية تغذية لاحظت شغلة ليه كل اختصاصيات التغذية بيحكوا بنفس الطريقة؟ 😀,0
170,شو قصتك انت واللواء عثمان ،، لهالدرجة قاهرك ما في تغريدات الا عنه وعن الشيخ ، ,0
171,لو في دولة محترمة واحد متلك اطلق النار على قوى الأمن كان مكانك بالسجن أقل شي ,0
172,وهاب يتحدّث عن انجاز يسجّل للرئيس عون ,0
173,يا جماعه اللي بدو يدعي او يكبر او يصلي او يختم القرآن بإمكانو يعمل كل هالحكي بعيد عن تويتر بنوبكون ثواب اكتر لأنو الرياء با…,0
174,ويل لامة تولي عليها مجموعة من الأرذال ,1
175,للاسف يا عزيزي نزار زكا لايملك المال وإلا كان تحرك جبران باسيل كما فعل بخصوص كارلوس غصن,0
176,أول شكر كان للوزير جبران باسيل شو رأي الشباب ؟ بتوقيت نصرالله,0
177,مستحيل يكون في اوسخ وانجس منك بالكون يا ديوث ,1
178,كذبك يا أيوب كذاب ونص جبران باسيل انظف من ضميرك,1
179,شكرا لكل الأبواق المأجورة وغير المأجورة في افتراءاتها اليومية على جبران باسيل أمنتم له شعبية ما كان ليحلم بها الى…,1
180,صباح الكسمك يا ميونخ يا مدينة خرى بنت وسخة,1
181,لبنان علّم العالم الأبجدية وكيف بيمشي البلد بلا دولة,0
182,ما عطيوك شي غرفة فيه بلاش ,0
183,ليش مننفهم انو نحنا حاقدين عالعالم لأ يا جماعة القصة وما فيا مألهين جبران باسيل وشايفين حالنا فيه وبفتكر بحقلنا لاقوا اذكى…,0
184,يا استاذ وديع انتم جماعة مثقفين معهم لا ينفع اي شىء حرام ان يكون لهذا البلد رئيس مثل العماد عون ومثل جبر…,0
185,انت حثالة,1
186,حماك الله   ,0
187,اي يعني شو بدي قلك، علمهن ت يعيشوا بالبحبوحة زي…,0
188,جبران باسيل كم جميلٌ مثلاً ان نخرجَ على شعوبنا، بسكّة حديد تربط بلداننا، بخط غازٍ يأخذ غاز لبنان الى العراق ونفط العراق الى ل…,0
189,الإرهاب السعودي إلى مزابل التاريخ وكل مين بشد على مشدها السؤال لماذا هذا الإستهتار ويجب على سوريا… ,1
190,يعني لو الست ديما كتبتاعتذر عن الخطأ كانت وفرت علي ما لا يقل عن ميغابايت من عجقة التايملاين الناجمة عن احصائياتها الخزعبلية,0
191,الاسود للحريمات؛الفوشي يليق بي,0
192,لو في دولي ما كان بعدو عماد عثمان خارج السجن ,0
193,انه انت بتحكي لتحكي؟؟؟مين جاب سيرة الهبه؟؟؟؟كل الشعب اللبناني الواعي والمثفف عوفان انه واديعه بس انت ش… ,0
194,مش شغلتي حبيبي فاضح حالو بلا جميلتنا    بس عجبني تفكيرك   ,0
195,وطن التعايش و الحرية ، وطن الصدق و المحبة هذا كل ما نحن بحاجة إليه لنحصل على هذا الوطن علينا ان نعد… ,0
196,وهاب مع الحكومة الجديدة يجب أن يكون ملف إقالة اللواء عثمان على الطاولة لبنان ,0
197,ايييه هيك حلم جبران باسيل بدو يعمل هيك,0
198,هو فقط قال الحقيقة ما قدمت قطر للبنان ليس منحة ا دعم او هدية ه قرض بنسبة ,0
199,جبران باسيل لم يقدم هو يأخذ فقط بتحط نفسك بمواقف بايخة  ,0
200,قبل ما تترحم وسام الحسن كان مشارك بقتل الحريري والحريري كان عارف ومن اغتاله للحسن حتى يأخذ ثئاره لوالده… ,0
201,ما بأثر نكون خواريف افضل ما نكون خنازير منبزق بالبير لي شربنا منو متل معلمك لي اكل لكب… ,1
202,لاتعرف اسئل حزب الله وخروفه باسيل ,1
203,قل كلمتك واصمد وهاب ما بيهاب ,0
204,لا تفرد ولا إلغاء نعم لتحرير الطائفة من براثم الاستبداد ,0
205,وأكبر دليل للي بصدقك يا ابن شعبان ,0
206,مافي غير جبران باسيل الي عم يلعب ب النار تحت مرأى و مسمع رئيس الحكومة,0
207,اكيد خلف ومات بس شهيد يا فهمان,1
208,كان بدري عّم يقبض حق تغريدته مبارح ضد قطر   ,1
209,روح عَ دمشق يامان شو بعدك ناطر هههههههههههههههههههههههههههههههههههههههههههههههههههه       ,0
210,قويية   ,0
211,انا اكتشفت ان اللواء عثمان داعس رقبتك وراسك بصباطو الرسمي يا حمااااااار ,1
212,لو ما في سلاح حزب الله كنّا شفناك بالسجن كنّا شفناك عم تتحاكم لانك قتلت محمد بو دياب كنا شفناك متل… ,0
213,شي بيهوي,1
214,هههه موتي بغيظِك لكن 😎,1
215,أمّا علاقتنا مع جبران باسيل فهناك صداقة بيننا وإ…,0
216,سينهار اكثر وأكثر لطالما نموذج وئام وهام موجود في مجتمعنا ,1
217,اضف الى ذالك انه داعم لايران وحزب اللات ,1
218,ارفعوا العشره مشكلتكم ما الو خص علاء الخواجة يا صاحب الصرامي ,1
219,انت بدك طبيب نفسي ,1
220,ليك يا وئام وهاب سماع شو بدي قلك كل يوم عم تحكي على دولة لكانت للغرب أو للشرق وهني مع بعضهون بألف خير ب… ,0
221,والله الحذاء خساره فيهم ,1
222,كول خرا عقبالك لما تجيك صرمايي بخلقتك ,1
223,انت متهم اول لانك اكبر سرمايه عربيه ,1
224,جبران باسيل رجل عنيد يطالب بإسترداد حقوق المسيحيين التي أخذت منهم في الطائف لهذا هو مكروه من ترويكا الطائف والفساد,0
225,جنسهم جبران باسيل وقبص اللي فيه النصيب لك يلعن هيك سياسيين واطيين,1
226,جبران باسيل من حق اسرائيل ان تعيش بسلام بين جيرانها وبالامس من حق اسرائيل ان تضمن امنها,0
227,كول هوا ما حدا غير امك مركبه راس حمار,1
228,لك يا رافعة معنوياتي انتي,0
229,قديش صرت كاتب سمعت شي مرة البيك تطلع عليك او رد يا مفتن الطايفة يا ابن شعبان؟ الله لا يوفقك كما قالوا… ,1
230,كول هوا خسرتو بأرضك وبين جمهورك بعد ما منعت القطريين من تشجيع جمهورهم انتو فاشلين في كل شئ وهم متفوقين عليكم في…,1
231,اصمت أيها الذبابة المريضة العقاب لوهاب وهاب قاتل ابو دياب ,1
232,مهما تآمر المفسدين وتاجرو بأسم سيعرف العالم بأنهم عملاء متصهينين ,1
233,كول هوا انت ودانيال,1
234,والنعم من تربيتك ,0
235,شو بدك بأسمي أحترمي حالك وأحترمي ديننا الشريف وتوقفي عن الكذب وقلب الحقائق والتغطيه على من ن… ,1
236,يلّي بدّو يجيب سيرة الوزير جبران باسيل بالعاطل بدّو يسمع كلام أوسخ من أعمال حركة أمل,1
237,نص البلد من رأيي يا سخيفة,1
238,والله انت من يحتاج الي طبيب نفسي وعساك ما تطيب ,1
239,كل كلاب ال سعود مكانهم قفص القرود ,1
240,خصوصا ان سي ان ان طردت,0
241,وانت شو تعتبر حالك وانت موالي لهذا الحرباء جن بلاط ههههه ,1
242,لايام جاية راسكن بلارض راح يكون يا عملاء إيران ,1
243,جبران باسيل، بتحبو او بتكرهو، ما فيك تنكر انو قبضاي وببيض الوج كوزير خارجية سيادي وطني لكن تبقى مشكلتي معه ان حزبه يؤب…,0
244,ههههههههههه يا هبيلة مين جاب سيرة تميم وقطر غيركانت بتقول إنو أمير الإرهاب طميم ,1
245,تشتهي تشوف صرماية مقطّعة من شحاحيط السلطان يرد على كلامك؛الشحاحيط حافظين الكلمتين الخرا تبع عرب الشمال و اللاجئين المشردين و بس تتكلم أي كلمة ما تعجبهم لازم يطقعوها من زلاعيمهم مثل الجواميس تفه على شرفك اذا عندك جنس الشرف,1
246,وما تنسى انو الشيخ نعيم حسن هو الشيخ العقل المعترف به من الدولة ومن الحكومة ومن الزعيم وليد بيك جنبلاط ,0
247,معالي لبناني وطني مش سعودي ليسافر ,0
248,ومبعوصة من انه الديمقراطية مترجمة من الـ وبدها الملسمين يقولوا شورى طيب يا قلبي الشورى عند داعش والسعودية احنا بدنا ديمقراطية يا كندرة,1
249,فالرئيس السوري يثمن ويقدر مواقف فخامته ووزير الخارجية جبران باسيل التي تنبع من رؤيتهما الاستراتيجية للصراع في الشرق الاو…,0
250,بدك تعمل برنامج ينجح؟ حكي عن جبران باسيل مياومو الإعلام,0
251,كيف بيقدر هالحكم يعلك ويصوفر؟ 🤔,0
252,البلد عم ينهار بوجود العهد القوي وليكو عالهبيلة العوني وين راسوا,1
253,هيييششش هيييشششش ,1
254,منذ الثامنة صباحاً و أنا أتابع خبراً عن تطورات قضية خاشقجي على قناة الجزيرة،و لسة الخبر ما خلص حتى هازهي اللحظة,0
255,واضح ان السيد نصرالله الليلة بكلامه يرمم العلاقة مع التيار الوطني الحر,0
256,وهذا ردا على شِعرك وشَعرك يا اصلع وزارع الشعر المستعار  ,1
257,الله يلعنك ويلعن الي ما بيلعنك ,1
258,فيلم فاشل يا تعول الأفلام والكاميرات المعطلة,1
259,وئام وهاب الطائفي سبق ووصف المرأة السعودية بشوال الفحم للأسف الإمارات لم نعد… ,1
260,قال تعالىمن عمل صالحاً فلنفسه ومَن أساء فعليهاولاتستوي الحسنة والسيئة ادفع بالتي هي أحسن وقل سيروا… ,0
261,لابارك الله بك وبامثالك ياهذا ,1
262,قهرني الله يقهره   ,1
263,كول هوا ماخدا ارهابي غيركن,1
264,يا ريت نفوسنا بجمال ونظافة وطنا شو كان عبالنا المشكلة مش بالوطن أستاذ وئام مشكلتنا بالشعب ثم بالدولة… ,0
265,كل ما عنا صلاح بهل طيفه من مشايخنا و ليد بيك لا خوف من ابواق لاسد و تصحيح وزير سابق في حقبة النظام ال… ,0
266,عم تحكي بقلوبنا دايما ✋ ,0
267,شي مفتخر للأمانة,0
268,لا ما حدا عم يزايد عليكن بالمقاومة انتو مقدمين الاف الشهداء و اسرائيل بتحسبلكن الف حساب بس جبران باسيل أخطأ بحقكن و حق…,0
269,عندما يقال يا شحاذ يظهر لك باسيل جبران,1
270,وزير الخارجية اللبناني جبران باسيل امير قطر كسر الحصار على قطر في بادرة لكسر الحصار على القمة العربية التنموية القمة ال…,0
271,الله يلعن لي بشرت فيك وقت خلقت,1
272,قدح وجم اذا ربحت رح اعطي نص المبلغ ل جبران باسيل,0
273,احساسي انو كان بدك تقول ضابط سوري مش سوي بس يمكن لأنو بعدك بلا غدا و جوعان فأكلت ل اعترف اعترف   ,0
274,دعهم يتلهون بفتات الاخرينلنا زعيم قائد وشيخ عقل ولا نعترف بمن لا يجرأ ع… ,0
275,مع انك قذر وواطي بس اوافقك الرأي ,1
276,الخلع والكسر يستخدمه ابو منشار الأخرق في كل مكان يا جربوع,1
277,الله يلعن كل من دمر لبنان وداس ع رقاب اللبنانيين إبتداءً بإسرائيل أبو عمار ناصر حافظ معمر صدام الخميني… ,1
278,الروس المفروض ينشهروا بالوقاحة مو بالڤودكا,1
279,الله يلعن الإخوان المسلمين و بلي بذرهم للمرة الالف على التوالي أُناشد رئيس كوريا الشمالية المحترم كيم… ,1
280,جوز كذابين منافقين…,1
281,مين هالشيخ ،، ومين وهاب ومين طلال ،، مع بعضن مش مخلصين لا بالدنيي ولا بالآخرة ،،… ,0
282,لا تندهي يا رابعة ما في حدا ,0
283,بالتأكيد جبران باسيل سيجعل المسيحين ينسون شيء،واعتقد سيكون الحليب الذي رضعوه,0
284,السنّة مفهوم، بس الشيعة ليش؟,0
285,ابنك ذكي يا ثريا بس حمار العقاب لوهاب وهاب قاتل ابو دياب ,1
286,ضرط الزمان على الاندال فعلاهم ,1
287,هاهاهاها هاهاهاها عنجد حبيبي شو عم تحكي والله يا بيبي انا ما بعرف شو يعني صهيوني بس شفتو… ,0
288,شفيك يادكتور ولا غير متابع هذا ذنب ايران المجوسيه المعديه المتخلفه مالقيت تمدح ألا هذا الشخص للتذكير وئ… ,1
289,مش مهم متى حصلت، ولكن هذا الفعل نحتاجه في لبنان بشدة من أجل كل ألسياسين بدون إستثناء من كبيرهم إلى صغير… ,0
